xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/u[5],Paying Agent,579,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],”) for the holders of Shares to receive the aggregate Merger Consideration to which holders of such Shares shall become entitled pursuant to,580,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/u[6],Section,581,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/u[8],2.5,582,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],". Promptly after the Offer Acceptance Time, Parent shall deposit, or shall cause to be deposited, with the Depository Agent cash sufficient to make the payment of the aggregate Offer Price payable pursuant to",583,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/u[9],Section,584,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/u[11],1.1(h),585,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],". On or prior to the Closing Date, Parent shall deposit, or shall cause to be deposited, with the Paying Agent cash sufficient to pay the aggregate Merger Consideration payable pursuant to",586,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/u[12],Section,587,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/u[14],2.5(a)(iii),588,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],"(together with the amount deposited pursuant to the immediately preceding sentence, the “",589,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/u[15],Payment Fund,590,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],”). The Payment Fund shall not be used for any purpose other than to pay the aggregate Offer Price in the Offer and the aggregate Merger Consideration in the Merger. The Payment Fund shall be invested by the Paying Agent as directed by the Surviving Corporation;,591,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/i,provided,592,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],"that such investments shall be (w) in obligations of or guaranteed by the United States of America, (x) in commercial paper obligations rated",593,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/font[1],A-1,594,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],or,595,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/font[2],P-1,596,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],"or better by Moody’s Investors Service, Inc. or Standard & Poor’s Corporation, respectively, (y) in certificates of deposit, bank repurchase agreements or banker’s acceptances of commercial banks with capital exceeding $1 billion, or (z) in money market funds having a rating in the highest investment category granted by a recognized credit rating agency at the time of acquisition or a combination of the foregoing and, in any such case, no such instrument shall have a maturity exceeding three months.",597,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[9],8,598,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],"(b) Promptly after the Effective Time, the Surviving Corporation shall cause to be delivered to each Person who was, at the Effective Time, a holder of record of (i) Shares represented by a certificate evidencing such Shares (the “",599,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[1],Certificates,600,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],"”) or (ii) Book-Entry Shares, who, in each case was entitled to receive the Merger Consideration pursuant to",601,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[2],Section,602,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[4],2.5,603,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],", (A) a form of letter of transmittal, which shall be in reasonable and customary form and shall specify that delivery shall be effected, and risk of loss and title to the Certificates shall pass, only upon proper delivery of the Certificates (or affidavits of loss in lieu thereof in accordance with",604,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[5],Section,605,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[7],2.6(f),606,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],", if applicable) to the Paying Agent, or a customary agent’s message with respect to Book-Entry Shares, and (B) instructions for use in effecting the surrender of the Certificates or Book-Entry Shares in exchange for the Merger Consideration issuable and payable in respect of such Shares pursuant to",607,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[8],Section,608,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[10],2.5,609,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],. Upon surrender to the Paying Agent of Certificates (or affidavits of loss in lieu thereof in accordance with,610,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[11],Section,611,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[13],2.6(f),612,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],", if applicable) or Book-Entry Shares, together with such letter of transmittal in the case of Certificates, duly completed and validly executed in accordance with the instructions thereto, and such other documents as may be required pursuant to the instructions, the holder of such Certificates or Book-Entry Shares shall be entitled to receive in exchange therefor the Merger Consideration for each Share formerly evidenced by such Certificates or Book-Entry Shares, and such Certificates and Book-Entry Shares shall then be cancelled. No interest shall accrue or be paid on the Merger Consideration payable upon the surrender of any Certificates or Book-Entry Shares for the benefit of the holder thereof. If the payment of any Merger Consideration is to be made to a Person other than the Person in whose name the surrendered Certificates formerly evidencing the Shares is registered on the stock transfer books of the Company, it shall be a condition of payment that the Certificate so surrendered shall be endorsed properly or otherwise be in proper form for transfer and that the Person requesting such payment shall have paid all transfer and other similar Taxes required by reason of the payment of the Merger Consideration to a Person other than the registered holder of the Certificate surrendered, or shall have established to the satisfaction of the Surviving Corporation that such Taxes either have been paid or are not applicable. None of Parent, Purchaser or the Surviving Corporation shall have any liability for the transfer and other similar Taxes described in this",613,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[14],Section,614,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[16],2.6(b),615,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],under any circumstance. Payment of the applicable Merger Consideration with respect to Book-Entry Shares shall only be made to the Person in whose name such Book-Entry Shares are registered. Until surrendered as contemplated by this,616,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[17],Section,617,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[19],2.6,618,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],", each Certificate and Book-Entry Share shall be deemed at any time after the Effective Time to represent only the right to receive the applicable Merger Consideration as contemplated by",619,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[20],Section,620,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/u[22],2.5,621,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],.,622,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[2],"(c) At any time following twelve months after the Effective Time, Parent shall be entitled to require the Paying Agent to deliver to it any funds (with respect to the aggregate Merger Consideration to which holders of Shares shall become entitled pursuant to",623,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[2]/u[1],Section,624,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[2]/u[3],2.5,625,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[2],") which had been made available to the Paying Agent and not disbursed to holders of Certificates or Book-Entry Shares (including all interest and other income received by the Paying Agent in respect of all funds made available to it), and, thereafter, such holders shall be entitled to look to",626,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[4],9,627,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[1],"the Surviving Corporation (subject to abandoned property, escheat and other similar Legal Requirements) only as general creditors thereof with respect to the Merger Consideration that may be payable upon due surrender of the Certificates or Book-Entry Shares held by them, without any interest thereon. Notwithstanding the foregoing, neither the Surviving Corporation nor the Paying Agent shall be liable to any holder of Certificates or Book-Entry Shares for the Merger Consideration delivered in respect of such share to a public official pursuant to any abandoned property, escheat or other similar Legal Requirements. Any amounts remaining unclaimed by such holders at such time at which such amounts would otherwise escheat to or become property of any Governmental Body shall become, to the extent permitted by applicable Legal Requirements, the property of the Surviving Corporation or its designee, free and clear of all claims or interest of any Person previously entitled thereto.",628,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[2],"(d) At the close of business on the day of the Effective Time, the stock transfer books of the Company with respect to the Shares shall be closed and thereafter there shall be no further registration of transfers of Shares on the records of the Company. From and after the Effective Time, the holders of the Shares outstanding immediately prior to the Effective Time shall cease to have any rights with respect to such Shares except as otherwise provided herein or by applicable Legal Requirements. If, after the Effective Time, Certificates or Book-Entry Shares are presented to the Surviving Corporation for any reason, they shall be cancelled and exchanged as provided in this Agreement.",629,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3],"(e) Each of the Company, the Surviving Corporation, Parent and Purchaser, and their Affiliates, shall be entitled to deduct and withhold (or cause the Paying Agent or the Depository Agent to deduct and withhold) from any amount payable to any Person pursuant to this Agreement such amounts as it is required by any Legal Requirement to deduct and withhold with respect to Taxes. Each such withholding agent shall use commercially reasonable efforts to reduce or eliminate any such withholding, including by requesting any necessary Tax forms, including IRS",630,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3]/font[1],Form W-9,631,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3],or the appropriate series of IRS,632,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3]/font[2],"Form W-8,",633,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3],"as applicable, or any similar information. Each such withholding agent shall take all action that may be necessary to ensure that any such amounts so withheld are timely and properly remitted to the appropriate Governmental Body. To the extent that amounts are so deducted or withheld and timely and properly remitted to the appropriate Governmental Body, such withheld amounts shall be treated for all purposes of this Agreement as having been paid to the Person in respect of which such deduction and withholding was made.",634,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4],"(f) If any Certificate shall have been lost, stolen or destroyed, upon the making of an affidavit of that fact by the holder of the Shares formerly represented by that Certificate, or by a representative of that holder, claiming that Certificate to be lost, stolen or destroyed and, if required by the Surviving Corporation, the posting by that holder of a bond, in such reasonable amount as Parent may direct, as indemnity against any claim that may be made against it with respect to such Certificate (which shall not exceed the Merger Consideration payable with respect to such Certificate), the Paying Agent will pay (less any amounts entitled to be deducted or withheld pursuant to",635,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4]/u[1],Section,636,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4]/u[3],2.6(e),637,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4],"), in exchange for such lost, stolen or destroyed Certificate, the applicable Merger Consideration to be paid in respect of the Shares formerly represented by such Certificate, as contemplated by this",638,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4]/u[4],Section,639,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4]/u[6],2,640,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4],.,641,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[14]/div/p[6],10,642,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1]/b[1],2.7 Dissenters,643,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1]/b[2],’,644,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1]/b[3],Rights,645,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1],". Notwithstanding anything to the contrary contained in this Agreement, Shares outstanding immediately prior to the Effective Time, and held by holders who are entitled to appraisal rights under Section 262 of the DGCL and have properly exercised and perfected their respective demands for appraisal of such Shares in the time and manner provided in Section 262 of the DGCL and, as of the Effective Time, have neither effectively withdrawn nor lost their rights to such appraisal and payment under the DGCL (the “",646,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1]/u[1],Dissenting Shares,647,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1],"”), shall not be converted into the right to receive Merger Consideration, but shall, by virtue of the Merger, be automatically cancelled and no longer outstanding, shall cease to exist and shall be entitled to only such consideration as shall be determined pursuant to Section 262 of the DGCL;",648,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1]/i,provided,649,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1],"that if any such holder shall have failed to perfect or shall have effectively withdrawn or lost such holder’s right to appraisal and payment under the DGCL, such holder’s Shares shall be deemed to have been converted as of the Effective Time into the right to receive the Merger Consideration (less any amounts entitled to be deducted or withheld pursuant to",650,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1]/u[2],Section,651,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1]/u[4],2.6(e),652,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[1],"), and such Shares shall not be deemed to be Dissenting Shares. The Company shall give prompt notice to Parent and Purchaser of any demands received by the Company for appraisal of any Dissenting Shares, withdrawals of such demands and any other instruments served pursuant to Section 262 of the DGCL, in each case prior to the Effective Time. Parent and Purchaser shall have the right to direct and participate in all negotiations and proceedings with respect to such demands, and the Company shall not, without the prior written consent of Parent and Purchaser, settle or offer to settle, or make any payment with respect to, any such demands, or agree or commit to do any of the foregoing.",653,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[2]/b,2.8 Treatment of Company Options and Company RSUs,654,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[2],.,655,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[3],"(a) Prior to the Effective Time, the Company may, in its discretion, accelerate the exercisability of any Company Option. At the Effective Time, each Company Option that is then outstanding and unexercised shall be cancelled and converted into the right to receive a cash payment equal to (A) the excess, if any, of (x) the Merger Consideration over (y) the exercise price payable per Share with respect to such Company Option,",656,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[3]/i,multiplied by,657,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[3],"(B) the total number of Shares subject to such Company Option immediately prior to the Effective Time (without regard to vesting). For the avoidance of doubt, each Company Option with an exercise price that is equal to or greater than the Merger Consideration shall be canceled without any consideration to the holder thereof.",658,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[4],"(b) At the Effective Time, each Company RSU that is then outstanding shall be cancelled and converted into the right to receive a cash payment equal to (A) the Merger Consideration multiplied by (B) the total number of Shares subject to such Company RSU immediately prior to the Effective Time (without regard to vesting).",659,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5],"(c) As soon as reasonably practicable after the Effective Time (but, subject to",660,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5]/u[1],Section,661,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5]/u[3],2.8(e),662,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5],", no later than ten business days after the Effective Time), Parent shall cause the Surviving Corporation to, and the Surviving Corporation shall, pay the aggregate consideration payable pursuant to",663,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5]/u[4],Sections 2.8(a),664,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5],and,665,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5]/u[5],2.8(b),666,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5],", net of any applicable withholding Taxes, to the holders of Company Options and Company RSUs.",667,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[15]/div/p[7],11,668,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[1],"(d) Prior to the Effective Time, the Board of Directors of the Company or the appropriate committee of the Board of Directors of the Company, as applicable, shall adopt all resolutions and shall take all actions that it determines to be appropriate or necessary (under any Company Equity Plans and award agreements pursuant to which Company Options and Company RSUs are outstanding or otherwise) to effect the transactions described in this",669,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[1]/u[1],Section,670,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[1]/u[3],2.8,671,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[1],.,672,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[2],(e) To the extent a payment pursuant to this,673,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[2]/u[1],Section,674,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[2]/u[3],2.8,675,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[2],"would trigger a Tax or penalty under Section 409A of the Code, such payment shall be made on the earliest date that payment would not trigger such Tax or penalty.",676,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[3]/b,2.9 Further Action,677,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[3],. The Parties agree to take all necessary action to cause the Merger to become effective in accordance with this,678,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[3]/u[1],Section,679,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[3]/u[3],2,680,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[3],"as soon as practicable following the consummation of the Offer without a meeting of the Company’s stockholders, as provided in Section 251(h) of the DGCL. If, at any time after the Effective Time, any further action is reasonably determined by Parent to be necessary or desirable to carry out the purposes of this Agreement or to vest the Surviving Corporation with full right, title and possession of and to all rights and property of Purchaser and the Company, the officers and directors of the Surviving Corporation and Parent shall be fully authorized (in the name of Purchaser, in the name of the Company and otherwise) to take such action.",681,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[4]/b,SECTION 3,682,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[5]/b/u,REPRESENTATIONS AND WARRANTIES OF THE COMPANY,683,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[6],The Company hereby represents and warrants to Parent and Purchaser as follows (it being understood that each representation and warranty contained in this,684,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[6]/u[1],Section,685,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[6]/u[3],3,686,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[6],is subject to (a) exceptions and disclosures set forth in the section or subsection of the Company Disclosure Schedule corresponding to the particular section or subsection in this,687,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[6]/u[4],Section,688,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[6]/u[6],3,689,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[6],; (b) any exception or disclosure set forth in any other section or subsection of the Company Disclosure Schedule to the extent it is reasonably apparent that such exception or disclosure is applicable to qualify such representation and warranty; and (c) disclosure in the Company SEC Documents filed and publicly available prior to the date of this Agreement (other than any information in the “Risk Factors” or “Forward-Looking Statements” sections of such Company SEC Documents or other general cautionary or forward-looking statements in any other sections of such Company SEC Documents)):,690,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[7]/b[1],"3.1 Due Organization; Subsidiaries, Etc",691,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[7],.,692,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[8],"(a) The Company is a corporation duly organized, validly existing and in good standing under the laws of the State of Delaware, and the Company’s only Subsidiaries are set forth on Section 3.1 of the Company Disclosure Schedule (the Company and each such Subsidiary, an “",693,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[8]/u[1],Acquired Corporation,694,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[8],"” and collectively, the “",695,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[8]/u[2],Acquired Corporations,696,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[8],"”). Each Acquired Corporation has all necessary power and authority: (i) to conduct its business in the manner in which its business is currently being conducted; and (ii) to own and use its assets in the manner in which its assets are currently owned and used. Each Acquired Corporation is qualified or licensed to do business as a foreign corporation, and is in good standing, in each jurisdiction where the nature of its business requires such qualification or licensing, except where the failure does not have, and would not reasonably be expected to have, individually or in the aggregate, a Material Adverse Effect.",697,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[16]/div/p[10],12,698,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[1],"(b) The Company owns beneficially and of record all of the outstanding shares of capital stock or ordinary shares of the other Acquired Corporations, free and clear of all Encumbrances and transfer restrictions, except for Encumbrances or transfer restrictions of general applicability as may be provided under the Securities Act or applicable securities laws. Except for the shares of capital stock or ordinary shares of the other Acquired Corporations held by the Company, no Acquired Corporation owns, directly or indirectly, any capital stock or equity interests in, or subscriptions, options, calls, warrants or rights (whether or not currently exercisable) to acquire, or other securities convertible into or exchangeable or exercisable for, any capital stock or equity interests of any Entity.",699,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[2]/b,3.2 Certificate of Incorporation and Bylaws,700,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[2],". The Company has delivered or made available to Parent copies of the certificate of incorporation, bylaws and other charter and organizational documents of each Acquired Corporation, including all amendments thereto, as in effect on the date hereof.",701,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[3]/b[1],"3.3 Capitalization, Etc",702,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[3],.,703,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[4],"(a) The authorized capital stock of the Company consists of: 155,000,000 Shares, of which 77,909,511 Shares had been issued and were outstanding as of the close of business on November 12, 2021 (the “",704,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[4]/u,Capitalization Date,705,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[4],”).,706,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[5],"(b) (i) None of the outstanding shares of capital stock of the Acquired Corporations are entitled or subject to any preemptive right, right of repurchase or forfeiture, right of participation, right of maintenance or any similar right; (ii) none of the outstanding shares of capital stock of the Acquired Corporations are subject to any right of first refusal in favor of any Acquired Corporation; (iii) there are no outstanding bonds, debentures, notes or other indebtedness of any Acquired Corporation having a right to vote on any matters on which the stockholders of the Acquired Corporations have a right to vote; and (iv) there is no Contract relating to the voting or registration of, or restricting any Person from purchasing, selling, pledging or otherwise disposing of (or from granting any option or similar right with respect to), any shares of capital stock of the Acquired Corporations. No Acquired Corporation is under any obligation, or bound by any Contract pursuant to which it may become obligated, to repurchase, redeem or otherwise acquire any outstanding shares of capital stock of the Acquired Corporations. The Shares constitute the only outstanding class of securities of the Company registered under the Securities Act.",707,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[6],"(c) As of the close of business on the Capitalization Date, (i) 13,640,927 Shares were subject to issuance pursuant to Company Options granted and outstanding under the Company Equity Plans, (ii) 1,122,936 Shares were subject to issuance pursuant to Company RSUs granted and outstanding under the Company Equity Plans, (iii) 5,396,840 Shares were reserved for future issuance under the Company Equity Plans and (iv) 2,945,203 Shares were",708,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],13,709,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[18]/div/p[1],"reserved for future issuance under the Company ESPP. As of the close of business on the Capitalization Date, the weighted average exercise price of Company Options outstanding as of that date was $16.66. Other than as set forth in this",710,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[18]/div/p[1]/u[1],Section,711,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[18]/div/p[1]/u[3],3.3(c),712,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[18]/div/p[1],", there is no issued, reserved for issuance, outstanding or authorized stock option, stock appreciation, phantom stock, profit participation or similar rights or equity-based awards with respect to any Acquired Corporation.",713,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[18]/div/p[2],(d) Except as set forth in this,714,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[18]/div/p[2]/u[1],Section,715,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[18]/div/p[2]/u[3],3.3,716,,,,,,,,,,,,,,,
