xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
/html/body/document/type/sequence/filename/description/text/p[447],“,841,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[447]/b/u,Top Supplier,842,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[447],” has the meaning set forth in Section 4.20(b)(i).,843,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[449],“,844,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[449]/b/u,Trade Control and Sanctions Regulations,845,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[449],"” means all applicable sanctions, export control, anti-boycott, customs and similar Laws in the United States and other jurisdictions (to the extent consistent with U.S. Law) in which the Company or any of its Subsidiaries do business, have done business or are otherwise subject to, including without limitation the U.S. International Traffic in Arms Regulations, the Export Administration Regulations, U.S. sanctions Laws administered by the U.S. Department of the Treasury’s Office of Foreign Assets Control, Section 999 of the Code, U.S. customs regulations and the Foreign Trade Regulations.",846,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[451],“,847,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[451]/b/u,Trade Secrets,848,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[451],"” means confidential or proprietary trade secrets, inventions, discoveries, ideas, improvements, information, know-how, data and databases, processes, schematics, business methods, formulae, drawings, specifications, prototypes, models, designs, customer lists and supplier lists.",849,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[453],“,850,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[453]/b/u,Transaction Litigation,851,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[453],” has the meaning set forth in Section 6.11.,852,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[455],“,853,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[455]/b/u,Transfer Taxes,854,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[455],"” means all transfer, documentary, sales, use, stamp, recording, value added, registration and other similar Taxes and all conveyance fees, recording fees and other similar charges.",855,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[457],“,856,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[457]/b/u,Treasury Regulation,857,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[457],"” means the United States Treasury Regulations promulgated under the Code, and any reference to any particular Treasury Regulation section shall be interpreted to include any final or temporary revision of or successor to that section regardless of how numbered or classified.",858,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[459],“,859,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[459]/b/u,Wholly Owned Subsidiary,860,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[459],"” means, with respect to any Person, any Subsidiary of such Person of which all of the equity or ownership interests of such Subsidiary are directly or indirectly owned or controlled by such Person.",861,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[41]/p/font,-,862,/html/body/document/type/sequence/filename/description/text/div[41]/p/font,-,n,28,"[0.2709544988026001, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,68.0,0.2709544988026001,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.2709544988026001,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[41]/p/font,16,863,/html/body/document/type/sequence/filename/description/text/div[41]/p/font,16,n,28,"[0.2709544988026001, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,69.0,0.2709544988026001,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.2709544988026001,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[41]/p/font,-,864,/html/body/document/type/sequence/filename/description/text/div[41]/p/font,-,n,28,"[0.2709544988026001, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,70.0,0.2709544988026001,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.2709544988026001,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[463],“,865,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[463]/b/u,Willful Breach,866,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[463],"” means a deliberate act or a deliberate failure to act, which act or failure to act constitutes in and of itself a material breach of any agreement or covenant in this Agreement, regardless of whether breaching this Agreement was the object of the act or failure to act.",867,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[465],Section 1.02.,868,/html/body/document/type/sequence/filename/description/text/p[465],Section 1.02.,ssn,29,"[0.2736457976964306, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,71.0,0.2736457976964306,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.2736457976964306,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[465]/u,Other Terms,869,/html/body/document/type/sequence/filename/description/text/p[465]/u,Other Terms,sst,30,"[0.2736457976964306, 0.13470625, 0.04854597222222222, 0.00034211426616489907]",2.0,72.0,0.2736457976964306,0.13470625,0.04854597222222222,0.00034211426616489907,0.2736457976964306,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[465],". Each of the capitalized terms used in this Agreement and not defined in Section 1.01 has the meaning set forth where such term is first used or, if no meaning is set forth, the meaning required by the context in which such term is used.",870,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[467],Section 1.03.,871,/html/body/document/type/sequence/filename/description/text/p[467],Section 1.03.,ssn,31,"[0.2747063519215418, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,73.0,0.2747063519215418,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.2747063519215418,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[467]/u,Interpretation and Construction,872,/html/body/document/type/sequence/filename/description/text/p[467]/u,Interpretation and Construction,sst,32,"[0.2747063519215418, 0.13470625, 0.11851666666666666, 0.00034211426616489907]",2.0,74.0,0.2747063519215418,0.13470625,0.11851666666666666,0.00034211426616489907,0.2747063519215418,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[467],.,873,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[469],(a),874,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[469],"The table of contents and headings in this Agreement are for convenience of reference only, do not constitute part of this Agreement and shall not be deemed to limit or otherwise affect any of the provisions of this Agreement.",875,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[471],(b),876,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[471],Unless otherwise specified in this Agreement or the context otherwise requires:,877,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[473],(i),878,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[473],"all Preamble, Recital, Article, Section, clause, Exhibit and Schedule references used in this Agreement are to the preamble, recitals, articles, sections, clauses, exhibits and schedules to this Agreement;",879,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[475],(ii),880,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[475],"if a term is defined as one part of speech (such as a noun), it shall have a corresponding meaning when used as another part of speech (such as a verb);",881,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[477],(iii),882,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[477],the terms defined in the singular shall have a comparable meaning when used in the plural and,883,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[477]/i,vice versa,884,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[477],;,885,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[479],(iv),886,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[479],words importing the masculine gender shall include the feminine and neutral genders and,887,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[479]/i,vice versa,888,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[479],;,889,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[481],(v),890,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[481],"whenever the words “includes” or “including” are used, they shall be deemed to be followed by the words  “without limitation”;",891,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[483],(vi),892,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[483],"the words “hereto,” “hereof,” “hereby,” “herein,” “hereunder” and similar terms shall refer to this Agreement as a whole and not any particular provision of this Agreement;",893,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[485],(vii),894,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[485],the word “extent” in the phrase “to the extent” shall mean the degree to which a subject or other thing extends and such phrase shall not mean simply “if”;,895,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[487],(viii),896,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[487],all accounting terms not expressly defined in this Agreement shall have the meanings given to them under GAAP;,897,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[489],(ix),898,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[489],"references to the “United States” or abbreviations thereof mean the United States of America and its states, territories and possessions;",899,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[43]/p/font,-,900,/html/body/document/type/sequence/filename/description/text/div[43]/p/font,-,n,33,"[0.2835557076063405, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,75.0,0.2835557076063405,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.2835557076063405,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[43]/p/font,17,901,/html/body/document/type/sequence/filename/description/text/div[43]/p/font,17,n,33,"[0.2835557076063405, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,76.0,0.2835557076063405,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.2835557076063405,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[43]/p/font,-,902,/html/body/document/type/sequence/filename/description/text/div[43]/p/font,-,n,33,"[0.2835557076063405, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,77.0,0.2835557076063405,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.2835557076063405,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[493],(x),903,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[493],the term “dollars” and the symbol “$” mean U.S. Dollars and all amounts in this Agreement shall be paid in U.S. Dollars;,904,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[495],(xi),905,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[495],"references to information or documents having been “made available” (or words of similar import) by or on behalf of the Company to Parent shall be deemed satisfied if (A) the information or document is made available in a virtual data room established by or on behalf of the Company at least one Business Day prior to the date of this Agreement, or (B) such information or document is publicly available in the Electronic Data Gathering, Analysis and Retrieval (EDGAR) database of the SEC and not subject to any redactions or omissions at least one Business Day prior to the date of this Agreement; and",906,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[497],(xii),907,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[497],all references to any statute include the rules and regulations promulgated thereunder.,908,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[499],(c),909,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[499],"The Parties have jointly negotiated and drafted this Agreement and if an ambiguity or a question of intent or interpretation arises, this Agreement shall be construed as if drafted jointly by the Parties, and no presumption or burden of proof shall arise favoring or disfavoring any Party by virtue of the authorship of any provision of this Agreement.",910,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[501]/font,Article II,911,/html/body/document/type/sequence/filename/description/text/p[501]/font,Article II,sn,34,"[0.28907515110046755, 0.4764972222222222, 0.04700520833333333, 0.00034211426616489907]",1.0,78.0,0.28907515110046755,0.4764972222222222,0.04700520833333333,0.00034211426616489907,0.28907515110046755,1.0,s_sn
/html/body/document/type/sequence/filename/description/text/p[503]/u,The Transactions,912,/html/body/document/type/sequence/filename/description/text/p[503]/u,The Transactions,st,36,"[0.28978218725054167, 0.46824027777777777, 0.06351451388888889, 0.00034211426616489907]",1.0,79.0,0.28978218725054167,0.46824027777777777,0.06351451388888889,0.00034211426616489907,0.28978218725054167,1.0,s_st
/html/body/document/type/sequence/filename/description/text/p[505],Section 2.01.,913,/html/body/document/type/sequence/filename/description/text/p[505],Section 2.01.,ssn,37,"[0.2904892234006158, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,80.0,0.2904892234006158,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.2904892234006158,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[505]/u,The Offer,914,/html/body/document/type/sequence/filename/description/text/p[505]/u,The Offer,sst,38,"[0.2904892234006158, 0.1345375, 0.03838972222222222, 0.00034211426616489907]",2.0,81.0,0.2904892234006158,0.1345375,0.03838972222222222,0.00034211426616489907,0.2904892234006158,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[505],.,915,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[507],(a),916,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[507],"As promptly as practicable after the date of this Agreement but in no event later than April 26, 2021, Merger Sub shall (and Parent shall cause Merger Sub to) commence (within the meaning of Rule 14d-2 under the Exchange Act) the Offer.",917,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[509],(b),918,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[509],"In accordance with the terms and conditions of this Agreement, and subject only to the satisfaction or waiver (to the extent such waiver is permitted by applicable Law) of the conditions set forth in",919,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[509]/u,Annex I,920,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[509],"(collectively, the “",921,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[509]/b[1]/u,Offer Conditions,922,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[509],"”), Merger Sub shall (and Parent shall cause Merger Sub to), at or as promptly as practicable following the Expiration Time, irrevocably accept for payment (the time of acceptance for payment, the “",923,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[509]/b[2]/u,Offer Acceptance Time,924,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[509],"”) and, at or as promptly as practicable following the Offer Acceptance Time (but in any event within two Business Days (calculated as set forth in Rule 14d-1(g)(3) under the Exchange Act) thereafter) pay for all Shares validly tendered and not properly withdrawn pursuant to the Offer. Parent shall provide or cause to be provided to Merger Sub, at the Offer Acceptance Time and on a timely basis at all times thereafter, the funds necessary to purchase any Shares that Merger Sub becomes obligated to purchase pursuant to the Offer.",925,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[511],(c),926,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[511],The Offer shall be made by means of an offer to purchase (the “,927,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[511]/b/u,Offer to Purchase,928,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[511],"”) in accordance with the terms set forth in this Agreement and subject only to the Minimum Condition and the other Offer Conditions. Merger Sub expressly reserves the right to (i) increase the Offer Price, (ii) waive any Offer Condition other than the Minimum Condition and (iii) make any other changes to the terms and conditions of the Offer not inconsistent with the terms of this Agreement;",929,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[511]/u[1],provided,930,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[511],",",931,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[511]/u[2],however,932,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[511],", that, without the prior written consent of the Company, Merger Sub shall not, and Parent shall cause Merger Sub not to, (A) decrease the Offer Price, (B) change the form of consideration payable in the Offer, (C) decrease the maximum number of Shares sought to be purchased in the Offer, (D) impose any conditions to the Offer other than the Offer Conditions, (E) amend, modify or supplement any of the Offer Conditions in a manner that makes such Offer Condition more difficult to satisfy, (F) amend, modify or waive the Minimum Condition, (G) except as otherwise required or expressly permitted by Section 2.01(e), extend or otherwise change the Expiration Time, (H) provide for any “subsequent offering period” within the meaning of Rule 14d-11 under the Exchange Act, or (I) otherwise amend, modify or supplement any of the other terms of the Offer in a manner adverse to the holders of Shares. The Offer may not be terminated prior to its scheduled Expiration Time, unless this Agreement is terminated in accordance with Article VIII.",933,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[45]/p/font,-,934,/html/body/document/type/sequence/filename/description/text/div[45]/p/font,-,n,39,"[0.29721747063519216, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,82.0,0.29721747063519216,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.29721747063519216,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[45]/p/font,18,935,/html/body/document/type/sequence/filename/description/text/div[45]/p/font,18,n,39,"[0.29721747063519216, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,83.0,0.29721747063519216,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.29721747063519216,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[45]/p/font,-,936,/html/body/document/type/sequence/filename/description/text/div[45]/p/font,-,n,39,"[0.29721747063519216, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,84.0,0.29721747063519216,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.29721747063519216,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[515],(d),937,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[515],The Offer shall expire at midnight (New York time) (,938,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[515]/i,i.e.,939,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[515],", one minute after 11:59 p.m. (New York time)) on the date that is 20 Business Days (calculated in accordance with Rule 14d-1(g)(3) under the Exchange Act) following the commencement (within the meaning of Rule 14d-2 under the Exchange Act) of the Offer (such initial expiration date and time of the Offer, the “",940,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[515]/b[1]/u,Initial Expiration Time,941,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[515],"”) or, if the Offer has been extended pursuant to and in accordance with Section 2.01(e), the date and time to which the Offer has been so extended (the Initial Expiration Time, or such later expiration date and time to which the Offer has been so extended, the “",942,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[515]/b[2]/u,Expiration Time,943,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[515],”).,944,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[517],(e),945,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[517],"Merger Sub shall, and Parent shall cause Merger Sub to, extend the Offer from time to time as follows:",946,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[519],(i),947,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[519],"If, at the then-scheduled Expiration Time, any of the Offer Conditions has not been satisfied or waived by Parent and Merger Sub (to the extent such waiver is permitted under this Agreement and applicable Law), then Merger Sub shall, and Parent shall cause Merger Sub to, extend the Offer on one or more occasions in consecutive increments of up to 5 Business Days (or such longer period with the prior consent of the Company (not to be unreasonably withheld, conditioned or delayed)) each (each such increment to end at 5:00 p.m., New York time, on the last Business Day of such increment) in order to permit the satisfaction of such Offer Condition(s); and",948,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[521],(ii),949,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[521],"Merger Sub shall, and Parent shall cause Merger Sub to, extend the Offer for the minimum period required by applicable Law, interpretation or position of the SEC or its staff or NASDAQ or its staff;",950,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[523]/u[1],provided,951,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[523],",",952,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[523]/u[2],however,953,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[523],", that, in each case, in no event shall Merger Sub be required to or, without the prior consent of the Company (not to be unreasonably withheld, conditioned or delayed), be permitted to extend the Offer beyond the earliest to occur of (x) the termination of this Agreement pursuant to Article VIII and (y) the End Date.",954,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[525],(f),955,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[525]/font,"The Offer Price shall be adjusted appropriately and proportionately to reflect the effect of any stock split, reverse stock split, stock dividend (including any dividend or other distribution of securities convertible into Shares), reorganization, recapitalization, reclassification, combination, exchange of shares or other like change with respect to the Shares occurring on or after the date hereof and at or prior to the Offer Acceptance Time, and such adjustment to the Offer Price shall provide to the holders of Shares the same economic effect as contemplated by this Agreement prior to such action;",956,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[525]/font/u,provided,957,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[525]/font,that nothing in this Section 2.01(f) shall be construed to permit the Company or any other Person to take any action except to the,958,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[525],"extent consistent with, and not otherwise limited or prohibited by, the terms and conditions of this Agreement",959,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[47]/p/font,-,960,/html/body/document/type/sequence/filename/description/text/div[47]/p/font,-,n,40,"[0.306283498688562, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,85.0,0.306283498688562,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.306283498688562,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[47]/p/font,19,961,/html/body/document/type/sequence/filename/description/text/div[47]/p/font,19,n,40,"[0.306283498688562, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,86.0,0.306283498688562,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.306283498688562,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[47]/p/font,-,962,/html/body/document/type/sequence/filename/description/text/div[47]/p/font,-,n,40,"[0.306283498688562, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,87.0,0.306283498688562,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.306283498688562,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[529],(g),963,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[529],"In the event that this Agreement is terminated in accordance with Article VIII, Merger Sub shall (and Parent shall cause Merger Sub to) as promptly as practicable (and in any event within 24 hours of such termination) irrevocably and unconditionally terminate the Offer, shall not acquire any Shares pursuant to the Offer and shall cause any depositary acting on behalf of Parent or Merger Sub to return, in accordance with applicable Law, all tendered Shares to the registered holders thereof.",964,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[531],(h),965,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[531],"As promptly as practicable on the date of commencement of the Offer (within the meaning of Rule 14d-2 under the Exchange Act), Parent and Merger Sub shall (i) file with the SEC a Tender Offer Statement on Schedule TO with respect to the Offer (together with all exhibits, amendments and supplements thereto, the “",966,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[531]/b[1]/u,Schedule TO,967,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[531],"”) that will contain or incorporate by reference the Offer to Purchase and form of the related letter of transmittal (the Schedule TO, together with all documents included therein pursuant to which the Offer will be made, the “",968,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[531]/b[2]/u,Offer Documents,969,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[531],"”) and (ii) cause the Offer Documents to be disseminated to holders of Shares. Each of Parent, Merger Sub and the Company shall promptly correct any information provided by it for use in the Offer Documents if and to the extent that such information shall have become false or misleading in any material respect, and Parent shall use reasonable efforts to promptly cause the Offer Documents as so corrected to be filed with the SEC and to promptly be disseminated to holders of Shares, in each case as and to the extent required by applicable Law. The Company shall promptly furnish or otherwise make available to Parent, Merger Sub or Parent’s counsel any information concerning the Company and the Company’s Subsidiaries that is required by the Exchange Act or advisable to be set forth in the Offer Documents. The Company and its counsel shall be given reasonable opportunity to review and comment on the Offer Documents prior to the filing thereof with the SEC. Parent and Merger Sub agree to provide the Company and its counsel with any comments (including a summary of any oral comments) that Parent, Merger Sub or their counsel may receive from the SEC or its staff with respect to the Offer Documents promptly after receipt of such comments. Each of Parent and Merger Sub shall give the Company and its counsel a reasonable opportunity to participate in the response to any comments of the SEC or its staff with respect to the Offer Documents and shall respond promptly to any such comments.",970,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[533],(i),971,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[533],"Parent, Merger Sub and the Paying Agent with respect to the Offer shall be entitled to deduct and withhold from the Offer Price payable pursuant to the Offer such amounts as are required to be deducted and withheld with respect to the making of such payment under the Code, the U.S. Treasury Regulations promulgated thereunder, or any provision of state, local or non-U.S. Tax Law. To the extent amounts are so withheld and paid over to the appropriate Taxing Authority, the withheld amounts shall be treated for all purposes of this Agreement as having been paid to the person in respect of which such deduction and withholding was made.",972,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[49]/p/font,-,973,/html/body/document/type/sequence/filename/description/text/div[49]/p/font,-,n,41,"[0.31428897251682064, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,88.0,0.31428897251682064,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.31428897251682064,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[49]/p/font,20,974,/html/body/document/type/sequence/filename/description/text/div[49]/p/font,20,n,41,"[0.31428897251682064, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,89.0,0.31428897251682064,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.31428897251682064,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[49]/p/font,-,975,/html/body/document/type/sequence/filename/description/text/div[49]/p/font,-,n,41,"[0.31428897251682064, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,90.0,0.31428897251682064,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.31428897251682064,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[537],Section 2.02.,976,/html/body/document/type/sequence/filename/description/text/p[537],Section 2.02.,ssn,42,"[0.31591971718553996, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,91.0,0.31591971718553996,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.31591971718553996,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[537]/u,Company Actions,977,/html/body/document/type/sequence/filename/description/text/p[537]/u,Company Actions,sst,43,"[0.31591971718553996, 0.13470625, 0.06891819444444444, 0.00034211426616489907]",2.0,92.0,0.31591971718553996,0.13470625,0.06891819444444444,0.00034211426616489907,0.31591971718553996,1.0,s_sst
