xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[7],"D.    Concurrently with the execution of this Agreement, investment funds affiliated with Sequoia Capital, and the Company’s directors and named executive officers, have entered into voting agreements with Parent and Merger Sub (the “",376,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[7]/b,Voting Agreements,377,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[7],"”), pursuant to which, among other things, such Persons have agreed, on the terms and subject to the conditions set forth in the Voting Agreements, to vote all of such Persons’ shares of Company Common Stock in favor of the adoption of this Agreement and the Merger.",378,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,AGREEMENT,379,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,AGREEMENT,st,7,"[0.047737233156877834, 0.47703468208092487, 0.045930740935365214, 0.00023562306592733384]",1.0,13.0,0.047737233156877834,0.47703468208092487,0.045930740935365214,0.00023562306592733384,0.047737233156877834,1.0,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],The Parties therefore agree as follows:,380,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/b,ARTICLE I,381,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/b,ARTICLE I,sn,8,"[0.04899388950849028, 0.4819201261166579, 0.03615181292695743, 0.00023562306592733384]",1.0,14.0,0.04899388950849028,0.4819201261166579,0.03615181292695743,0.00023562306592733384,0.04899388950849028,1.0,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4]/b,DEFINITIONS & INTERPRETATIONS,382,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4]/b,DEFINITIONS & INTERPRETATIONS,st,9,"[0.04924522077881277, 0.43882186022070413, 0.12234787178139779, 0.00023562306592733384]",1.0,15.0,0.04924522077881277,0.43882186022070413,0.12234787178139779,0.00023562306592733384,0.04924522077881277,1.0,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],1.1,383,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],1.1,ssn,10,"[0.04974788331945775, 0.3027456647398844, 0.008760851287440884, 0.00023562306592733384]",1.0,16.0,0.04974788331945775,0.3027456647398844,0.008760851287440884,0.00023562306592733384,0.04974788331945775,1.0,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5]/i,Certain Definitions,384,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5]/i,Certain Definitions,sst,11,"[0.04974788331945775, 0.3185102469784551, 0.05428901734104046, 0.00023562306592733384]",1.0,17.0,0.04974788331945775,0.3185102469784551,0.05428901734104046,0.00023562306592733384,0.04974788331945775,1.0,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],". For all purposes of this Agreement, the following capitalized terms have the following respective meanings:",385,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6],(a)    “,386,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6]/b,Acceptable Confidentiality Agreement,387,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6],"” means a customary confidentiality agreement containing substantive terms no less restrictive in any material respect to the counterparty than those contained in the Confidentiality Agreement (except for such changes specifically necessary in order for the Company to be able to comply with its obligations under this Agreement), it being understood that such confidentiality agreement need not contain any “standstill” or similar provisions or otherwise prohibit the making of any Acquisition Proposal. If the provisions of such confidentiality agreement are less restrictive in any material respect to the counterparty than the terms of the Confidentiality Agreement, then such confidentiality agreement will be deemed to be an Acceptable Confidentiality Agreement if the Company offers to amend the Confidentiality Agreement so as to make the provisions of the Confidentiality Agreement as restrictive in the aggregate as the provisions of such confidentiality agreement.",388,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7],(b)    “,389,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7]/b,Acquisition Proposal,390,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7],"” means any offer or proposal (other than an offer or proposal by Parent or Merger Sub) to the Company, or the Company Board (or any committee thereof) to engage in an Acquisition Transaction.",391,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],(c)    “,392,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8]/b,Acquisition Transaction,393,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],” means any transaction or series of related transactions (other than the Merger) involving:,394,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[9],"(i)    any direct or indirect purchase or other acquisition by any Person or Group, whether from the Company or any other Person, of securities representing more than 15 percent of the total outstanding voting power of the Company after giving effect to the consummation of such purchase or other acquisition, including pursuant to a tender offer or exchange offer by any Person or Group that, if consummated in accordance with its terms, would result in such Person or Group beneficially owning more than 15 percent of the total outstanding voting power of the Company after giving effect to the consummation of such tender offer or exchange offer;",395,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[10],"(ii)    any direct or indirect purchase (including by way of a merger, consolidation, business combination, recapitalization, liquidation, dissolution, exclusive license or other transaction) or other acquisition by any Person or Group of assets constituting or accounting for more than 15 percent of the revenue, net income or consolidated assets of the Company and its Subsidiaries, taken as a whole and measured as of the fiscal year ending January 31, 2021; or",396,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[11],"(iii)    any merger, consolidation, business combination, recapitalization, reorganization, liquidation, dissolution or other transaction involving the Company (or any of its",397,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[13],-2-,398,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[13],-2-,n,12,"[0.05695794913683417, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1.0,18.0,0.05695794913683417,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.05695794913683417,1.0,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[1],"Subsidiaries whose business accounts for more than 15 percent of the revenue, net income or consolidated assets of the Company and its Subsidiaries, taken as a whole) pursuant to which any Person or Group would hold securities representing more than 15 percent of the total outstanding voting power of the Company (or the surviving company) outstanding after giving effect to the consummation of such transaction.",399,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],(d)    “,400,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b,Affiliate,401,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],"” means, with respect to any Person, any other Person that, directly or indirectly, controls, is controlled by or is under common control with such Person. For purposes of this definition, the term “control” (including, with correlative meanings, the terms “controlling,” “controlled by” and “under common control with”), as used with respect to any Person, means the possession, directly or indirectly, of the power to direct or cause the direction of the management and policies of that Person, whether through the ownership of voting securities, by contract or otherwise.",402,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3],(e)    “,403,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3]/b,Affiliated Group,404,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3],"” means an affiliated group as defined in Section 1504 of the Code (or any analogous combined, consolidated, unitary or similar group under state, local or",405,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3]/font,non-U.S.,406,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3],Law).,407,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],(f)    “,408,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4]/b,Antitrust Law,409,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],"” means, collectively, the Sherman Antitrust Act of 1890, the Clayton Antitrust Act of 1914, the HSR Act, the Federal Trade Commission Act of 1914 and all other Laws that are designed or intended to prohibit, restrict or regulate actions having the purpose or effect of monopolization or restraint of trade or significant impediments or lessening of competition or the creation or strengthening of a dominant position through merger or acquisition, in any case that are applicable to the Merger.",410,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5],(g)    “,411,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5]/b,Audited Company Balance Sheet,412,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5],"” means the consolidated balance sheet (and the notes thereto) of the Company and its consolidated Subsidiaries as of January 31, 2021, set forth in the Company’s Annual Report on Form 10 K filed by the Company with the SEC for the fiscal year ended January 31, 2021.",413,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],(h)    “,414,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6]/b,Business Day,415,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],"” means each day that is not a Saturday, Sunday or other day on which the Federal Reserve Bank of San Francisco is closed.",416,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7],(i)    “,417,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7]/b,Business IP,418,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7],"” means all (i) Intellectual Property used in, or held for use in, or necessary for the operation of the Company and its Subsidiaries’ respective businesses as currently conducted that, in each case, is material to the operation of the business of the Company and its Subsidiaries, taken as a whole, and (ii) Company Intellectual Property.",419,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],(j)    “,420,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b,Bylaws,421,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],” means the bylaws of the Company in effect as of the date of this Agreement.,422,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9],(k)    “,423,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9]/b,CARES Act,424,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9],"” means (i) the Coronavirus Aid, Relief, and Economic Security Act (Pub. L.",425,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9]/font,116-136),426,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9],"and (ii) Division N – Additional Coronavirus Response and Relief of the Consolidated Appropriations Act, 2021 (H.R. 133), in each case, together with all rules and regulations and guidance issued by any Governmental Authority with respect thereto.",427,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[10],(l)    “,428,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[10]/b,Capitalization Date,429,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[10],"” means 5:00 p.m. on July 22, 2021.",430,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[12],-3-,431,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[12],-3-,n,13,"[0.0666027866354597, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1.0,19.0,0.0666027866354597,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.0666027866354597,1.0,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1],(m)    “,432,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1]/b,Capped Call Documentation,433,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1],"” means the letter agreements related to call options on Company Common Stock relating to $500,000,000 aggregate principal amount of the Convertible Notes, each dated as of September 15, 2020, and the letter agreements related to call options on Company Common Stock relating to $75,000,000 aggregate principal amount of the Convertible Notes, each dated as of September 16, 2020, entered into by the Company with each of Wells Fargo Bank, National Association, Royal Bank of Canada, Citibank, N.A., Bank of America, N.A. and Barclays Bank PLC, in each case, as amended, restated, supplemented, or otherwise modified on or prior to the date hereof.",434,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[2],(n)    “,435,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[2]/b,Capped Call Transactions,436,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[2],” means the transactions contemplated by the Capped Call Documentation.,437,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[3],(o)    “,438,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[3]/b,Certificate of Merger,439,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[3],"” means the certificate of merger, in customary form, relating to the Merger.",440,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[4],(p)    “,441,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[4]/b,Charter,442,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[4],” means the Amended and Restated Certificate of Incorporation of the Company in effect as of the date of this Agreement.,443,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[5],(q)    “,444,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[5]/b,Chosen Courts,445,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[5],"” means the Court of Chancery of the State of Delaware and any state appellate court therefrom within the State of Delaware (or, if the Court of Chancery of the State of Delaware does not have subject matter jurisdiction (but only in such event), the United States District Court for the District of Delaware or, if jurisdiction is not then available in the United States District Court for the District of Delaware (but only in such event), then any Delaware state court).",446,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[6],(r)    “,447,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[6]/b,Code,448,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[6],” means the Internal Revenue Code of 1986.,449,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[7],(s)    “,450,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[7]/b,Company Benefit Plan,451,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[7],"” means any plan, program, policy, practice, contract, agreement or other arrangement providing for compensation, bonus, stock option, stock purchase or other equity-based award (including but not limited to the Company Equity-Based Awards and the Company Options), performance award, incentive compensation, profit sharing, savings, retirement, disability, life insurance, health or medical benefits, employee assistance program, sick leave, vacation, deferred compensation, severance, termination pay, post-employment or retirement benefits, retention, stay bonus, change of control compensation, and other fringe, welfare or other employee benefit or remuneration of any kind, whether or not in writing, whether funded or unfunded, including each “employee benefit plan” within the meaning of Section 3(3) of ERISA which is sponsored, maintained or contributed to by the Company, any of its Subsidiaries or any ERISA Affiliate for the benefit of any Service Provider, or with respect to which the Company or any of its Subsidiaries or ERISA Affiliates has or could reasonably expect to have any liability or obligation, contingent or otherwise.",452,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],(t)    “,453,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/b,Company Board,454,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],” means the Board of Directors of the Company.,455,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],(u)    “,456,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9]/b,Company Capital Stock,457,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],” means the Company Common Stock and the Company Preferred Stock.,458,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[10],(v)    “,459,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[10]/b,Company Common Stock,460,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[10],"” means the common stock, par value $0.001 per share, of the Company.",461,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[12],-4-,462,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[12],-4-,n,14,"[0.07599629286376275, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1.0,20.0,0.07599629286376275,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.07599629286376275,1.0,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],(w)    “,463,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/b,Company Equity Plans,464,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],” means the Company Benefit Plans set forth in Section 1.1(w) of the Company Disclosure Letter.,465,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],(x)    “,466,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/b,Company Equity-Based Award,467,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],"” means each right of any kind, contingent or accrued, to receive shares of Company Common Stock or benefits measured in whole or in part by the value of a number of shares of Company Common Stock granted pursuant to the Company Equity Plans or Company Benefit Plans (including performance shares, performance-based units, market stock units, stock appreciation rights, restricted stock, restricted stock units, phantom units, deferred stock units and dividend equivalents, but not including any 401(k) plan of the Company), other than Company Options and purchase rights under the ESPP. For the avoidance of doubt and notwithstanding the terms of any restricted stock unit award agreement, all restricted stock units covering shares of Company Common Stock, whether vested or unvested and whether subject to time-based vesting conditions or performance-based vesting conditions, will be treated as Company Equity-Based Awards for all purposes of this Section 1.1(x) and will be subject to the treatment provided pursuant to Section 2.8(a) to the extent outstanding as of immediately prior to the Effective Time.",468,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[3],(y)    “,469,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[3]/b,Company Financial Advisor,470,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[3],” means Morgan Stanley & Co. LLC.,471,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[4],(z)    “,472,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[4]/b,Company Intellectual Property,473,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[4],” means any Intellectual Property that is owned or purported to be owned by the Company or any of its Subsidiaries.,474,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[5],(aa)    “,475,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[5]/b[1],Company Material Adverse Effect,476,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[5],"” means any change, event, violation, inaccuracy, effect or circumstance (each, an “",477,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[5]/b[2],Effect,478,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[5],"”) that, individually or taken together with all other Effects that exist or have occurred prior to the date of determination of the occurrence of the Company Material Adverse Effect, (A) has had or would reasonably be expected to have a material adverse effect on the business, financial condition or results of operations of the Company and its Subsidiaries, taken as a whole or (B) would prevent the consummation by the Company of the Merger prior to the Termination Date. With respect to the foregoing clause (A) and (B), none of the following (by themselves or when aggregated) will be deemed to be or constitute a Company Material Adverse Effect or will be taken into account when determining whether a Company Material Adverse Effect has occurred or may, would or could occur (subject to the limitations set forth below):",479,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[6],"(i)    changes in general economic conditions in the United States or any other country or region in the world, or changes in conditions in the global economy generally (except to the extent that such Effect has had a materially disproportionate adverse effect on the Company relative to other companies of a similar size operating in the industries in which the Company and its Subsidiaries conduct business, in which case only the incremental disproportionate adverse impact may be taken into account in determining whether a Company Material Adverse Effect has occurred);",480,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[7],"(ii)    changes in conditions in the financial markets, credit markets or capital markets in the United States or any other country or region in the world, including (A) changes in interest rates or credit ratings in the United States or any other country; (B) changes in exchange rates for the currencies of any country; or (C) any suspension of trading in securities (whether equity, debt, derivative or hybrid securities) generally on any securities exchange or",481,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[9],-5-,482,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[9],-5-,n,15,"[0.0851384678217433, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1.0,21.0,0.0851384678217433,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.0851384678217433,1.0,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/font/font,over-the-counter,483,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],"market operating in the United States or any other country or region in the world (except, in each case, to the extent that such Effect has had a materially disproportionate adverse effect on the Company relative to other companies of a similar size operating in the industries in which the Company and its Subsidiaries conduct business, in which case only the incremental disproportionate adverse impact may be taken into account in determining whether a Company Material Adverse Effect has occurred);",484,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],"(iii)    changes in conditions in the industries in which the Company and its Subsidiaries conduct business (except to the extent that such Effect has had a materially disproportionate adverse effect on the Company relative to other companies of a similar size operating in the industries in which the Company and its Subsidiaries conduct business, in which case only the incremental disproportionate adverse impact may be taken into account in determining whether a Company Material Adverse Effect has occurred);",485,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3],"(iv)    changes in regulatory, legislative or political conditions (including the imposition or adjustment of tariffs) in the United States or any other country or region in the world (except to the extent that such Effect has had a materially disproportionate adverse effect on the Company relative to other companies of similar size operating in the industries in which the Company and its Subsidiaries conduct business, in which case only the incremental disproportionate adverse impact may be taken into account in determining whether a Company Material Adverse Effect has occurred);",486,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[4],"(v)    any geopolitical conditions, outbreak of hostilities, civil unrest, civil disobedience, acts of war, sabotage, cyberattack, cybercrime, terrorism or military actions (including any escalation or worsening of any of the foregoing) in the United States or any other country or region in the world, including an outbreak or escalation of hostilities involving the United States or any other Governmental Authority or the declaration by the United States or any other Governmental Authority of a national emergency or war (except to the extent that such Effect has had a materially disproportionate adverse effect on the Company relative to other companies of similar size operating in the industries in which the Company and its Subsidiaries conduct business, in which case only the incremental disproportionate adverse impact may be taken into account in determining whether a Company Material Adverse Effect has occurred);",487,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[5],"(vi)    earthquakes, hurricanes, tsunamis, tornadoes, floods, mudslides, wildfires or other natural disasters, weather conditions, or other force majeure events in the United States or any other country or region in the world (or escalation or worsening of any such events or occurrences, including, in each case, the response of Governmental Authorities) (except to the extent that such Effect has had a materially disproportionate adverse effect on the Company relative to other companies of similar size operating in the industries in which the Company and its Subsidiaries conduct business, in which case only the incremental disproportionate adverse impact may be taken into account in determining whether a Company Material Adverse Effect has occurred);",488,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6],(vii)    pandemics (including the,489,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6]/font[1],COVID-19,490,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6],"pandemic), epidemics, contagious disease outbreaks or other comparable events (or escalation or worsening of any such events or occurrences, including, in each case, the response of Governmental Authorities (including",491,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6]/font[2],COVID-19,492,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6],Measures));,493,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[8],-6-,494,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[8],-6-,n,16,"[0.09428064277972385, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1.0,22.0,0.09428064277972385,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.09428064277972385,1.0,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1],(viii)    any Effect with respect to,495,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1]/font[1],COVID-19,496,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1],or any,497,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1]/font[2],COVID-19,498,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1],Measures;,499,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],"(ix)    any Effect resulting from the public announcement of this Agreement or the pendency of the Merger, including the impact thereof on the relationships, contractual or otherwise, of the Company and its Subsidiaries with employees, suppliers, customers, partners, vendors, Governmental Authorities or any other third Person;",500,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[3],"(x)    the compliance by any Party with the terms of this Agreement, including any action taken or refrained from being taken pursuant to or in accordance with this Agreement;",501,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4],"(xi)    any action taken or refrained from being taken, in each case to which Parent has expressly approved, consented to or requested in writing (including by email) following the date of this Agreement;",502,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5],"(xii)    changes or proposed changes in GAAP or other accounting standards or Law (or the enforcement or interpretation of any of the foregoing), changes in the regulatory accounting requirements applicable to any industry in which the Company and its Subsidiaries operate, or any action taken for the purpose of complying with GAAP or any Law (including any action taken or not taken as required by any Law, Governmental Authority or otherwise to respond to the impact, presence, outbreak or spread of any pandemic (including",503,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5]/font,"COVID-19),",504,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5],"epidemic, contagious disease outbreaks or other comparable event);",505,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],"(xiii)    changes in the price or trading volume of the Company Common Stock or Indebtedness of the Company, in each case in and of itself (it being understood that the cause of such change may be deemed to constitute, in and of itself, a Company Material Adverse Effect and may be taken into consideration when determining whether a Company Material Adverse Effect has occurred);",506,,,,,,,,,,,,,,,
