,xpaths,text,all_nodes_ordering
816,/html/body/document/type/sequence/filename/description/text/div[217]/font[1],(b),816
817,/html/body/document/type/sequence/filename/description/text/div[217]/font[2],"To First Choice’s Knowledge neither First Choice nor any of its Subsidiaries has acquired, or is now in the process of acquiring, any real property through foreclosure or deed in lieu of foreclosure on which there has been or is a release or threat of release to the environment of any Hazardous Substance that would have a Material Adverse Effect on First Choice or First Choice Bank.",817
818,/html/body/document/type/sequence/filename/description/text/div[218]/font[1],(c),818
819,/html/body/document/type/sequence/filename/description/text/div[218]/font[2],"All First Choice Owned Property and all First Choice Leased Property is in material compliance with all applicable Environmental Laws and is not listed on, or to First Choice’s Knowledge, proposed to be listed on, the National Priority List established pursuant to 42 U.S.C. § 9605(a)(8)(B) (the “",819
820,/html/body/document/type/sequence/filename/description/text/div[218]/font[3],NPL,820
821,/html/body/document/type/sequence/filename/description/text/div[218]/font[4],"”), the registry of confirmed, abandoned, or uncontrolled hazardous waste disposal sites maintained by the State of California, the EnviroStor List, or any other list analogous to such registry, the EnviroStor List, or the NPL.",821
822,/html/body/document/type/sequence/filename/description/text/div[219]/font[1],(d),822
823,/html/body/document/type/sequence/filename/description/text/div[219]/font[2],"To First Choice’s Knowledge, neither First Choice nor any First Choice Subsidiary could be deemed the owner or operator of, or to have participated in the management of, any First Choice Loan Property which has been contaminated with, or has had any release or threat of release to the environment of, any Hazardous Substance in a manner that violates",823
824,/html/body/document/type/sequence/filename/description/text/div[220]/div/div/font,25,824
825,/html/body/document/type/sequence/filename/description/text/div[222]/font,"Environmental Law, requires reporting, investigation, remediation or monitoring under Environmental Law, or could reasonably be anticipated to cause the incurrence of response costs under any Environmental Law.",825
826,/html/body/document/type/sequence/filename/description/text/div[223]/font[1],(e),826
827,/html/body/document/type/sequence/filename/description/text/div[223]/font[2],"Neither First Choice nor any First Choice Subsidiary has received written notice of any Lien or encumbrance having been imposed on any First Choice Loan Property, any First Choice Owned Property, any First Choice Leased Property, or any real property formerly owned, operated, occupied or leased by First Choice or any First Choice Subsidiary in connection with any liability arising from or related to Environmental Law, and there is no Legal Proceeding pending or remedial action underway which would reasonably be expected to result in the imposition of any such Lien or encumbrance on any First Choice Owned Property or First Choice Leased Property, and to First Choice’s Knowledge there is no Legal Proceeding pending or remedial action underway which would reasonably be expected to result in the imposition of any such Lien or encumbrance on any real property formerly owned, operated, occupied or leased by First Choice or any First Choice Subsidiary.",827
828,/html/body/document/type/sequence/filename/description/text/div[224]/font[1],(f),828
829,/html/body/document/type/sequence/filename/description/text/div[224]/font[2],"Neither First Choice nor any First Choice Subsidiary is subject to any Order relating to a violation of any Environmental Law, and neither First Choice nor any First Choice Subsidiary has applied to the CalEPA to participate, for any real property, in the voluntary remediation program administered by the CalEPA pursuant to the CEQA or received from CalEPA any request or suggestion that it apply to participate in the CEQA for any real property.",829
830,/html/body/document/type/sequence/filename/description/text/div[225]/font[1],(g),830
831,/html/body/document/type/sequence/filename/description/text/div[225]/font[2],First Choice has made available to Enterprise copies of all final written environmental reports and compliance audits in its possession or control relating to the First Choice Owned Property or First Choice Leased Property. Section 3.17(g) of the First Choice Disclosure Schedule includes a list of such environmental reports and compliance audits.,831
832,/html/body/document/type/sequence/filename/description/text/div[226]/font[1],(h),832
833,/html/body/document/type/sequence/filename/description/text/div[226]/font[2],"There is no Legal Proceeding pending, or, to First Choice’s Knowledge, threatened, against First Choice or any First Choice Subsidiary (i) for alleged noncompliance with any Environmental Law or (ii) relating to the presence, release or threat of release into the environment of any Hazardous Substance, and neither First Choice nor any First Choice Subsidiary has received any written request for information made to First Choice or any First Choice Subsidiary pursuant to any Environmental Law concerning either compliance with such Environmental Law or the nature or extent of a release or threat of release of a Hazardous Substance into the environment.",833
834,/html/body/document/type/sequence/filename/description/text/div[227]/font[1],Section 3.18,834
835,/html/body/document/type/sequence/filename/description/text/div[227]/font[2],Tax Matters,835
836,/html/body/document/type/sequence/filename/description/text/div[227]/font[3],.,836
837,/html/body/document/type/sequence/filename/description/text/div[228]/font[1],(a),837
838,/html/body/document/type/sequence/filename/description/text/div[228]/font[2],"First Choice and each First Choice Subsidiary has filed all material Tax Returns that it was required to file under applicable Laws, other than Tax Returns that are not yet due or for which a request for extension was timely filed consistent with requirements of applicable Law. All such Tax Returns were correct and complete in all material respects and have been prepared in substantial compliance with all applicable Laws. All material Taxes due and owing by First Choice or any First Choice Subsidiary (whether or not shown on any Tax Return) have been paid other than such Taxes that: (i) have been reserved or accrued on the",838
839,/html/body/document/type/sequence/filename/description/text/div[229]/div/div/font,26,839
840,/html/body/document/type/sequence/filename/description/text/div[231]/font,"balance sheet of First Choice, (ii) are being contested by First Choice in good faith and (iii) are described in Section 3.18(a) of the First Choice Disclosure Schedule. Neither First Choice nor any First Choice Subsidiary is currently the beneficiary of any extension of time within which to file any Tax Return and neither First Choice nor any of its Subsidiaries currently has any open tax years prior to 2015. Since January 1, 2018, no written claim has been made by any Governmental Authority in a jurisdiction where First Choice or any First Choice Subsidiary does not file Tax Returns that it is or may be subject to taxation by that jurisdiction. There are no Liens for Taxes (other than Permitted Liens) upon any of the assets of First Choice or any First Choice Subsidiary.",840
841,/html/body/document/type/sequence/filename/description/text/div[232]/font[1],(b),841
842,/html/body/document/type/sequence/filename/description/text/div[232]/font[2],"First Choice and each First Choice Subsidiary, as applicable, has withheld and paid all material Taxes required to have been withheld and paid in connection with any amounts paid or owing to any employee, independent contractor, creditor, shareholder or other third party.",842
843,/html/body/document/type/sequence/filename/description/text/div[233]/font[1],(c),843
844,/html/body/document/type/sequence/filename/description/text/div[233]/font[2],"No foreign, United States federal, state, or local Tax audits or administrative or judicial Tax proceedings are currently being conducted or, to the Knowledge of First Choice or any First Choice Subsidiary, threatened with respect to First Choice or any First Choice Subsidiary. Other than with respect to audits that have already been completed and resolved, neither First Choice nor any First Choice Subsidiary has received from any foreign, United States federal, state, or local taxing authority (including jurisdictions where First Choice and First Choice Subsidiaries have not filed Tax Returns) any written (i) notice indicating an intent to open an audit or other review, (ii) request for information related to Tax matters, or (iii) notice of deficiency or proposed adjustment for any amount of Tax proposed, asserted, or assessed by any taxing authority against First Choice or any First Choice Subsidiary.",844
845,/html/body/document/type/sequence/filename/description/text/div[234]/font[1],(d),845
846,/html/body/document/type/sequence/filename/description/text/div[234]/font[2],"First Choice has made available to Enterprise true, correct and complete copies of the United States federal, state, local, and foreign consolidated or separate Tax Returns filed with respect to First Choice and any First Choice Subsidiary for taxable periods ended December 31, 2019, 2018, and 2017. First Choice has made available to Enterprise true, correct and complete copies of all examination reports and statements of deficiencies assessed against or agreed to by First Choice or any First Choice Subsidiary with respect to Taxes filed for the years ended December 31, 2019, 2018, and 2017. First Choice has made available to Enterprise true, correct and complete copies of all written notices that First Choice or any First Choice Subsidiary has received from the IRS in respect of information reporting and backup and nonresident withholding.",846
847,/html/body/document/type/sequence/filename/description/text/div[235]/font[1],(e),847
848,/html/body/document/type/sequence/filename/description/text/div[235]/font[2],"Neither First Choice nor any First Choice Subsidiary has affirmatively waived any statute of limitations in respect of Taxes or agreed to any extension of time with respect to a Tax assessment or deficiency, which such waiver or extension is still valid and in effect.",848
849,/html/body/document/type/sequence/filename/description/text/div[236]/font[1],(f),849
850,/html/body/document/type/sequence/filename/description/text/div[236]/font[2],"Neither First Choice nor any First Choice Subsidiary is a party to any agreement, contract, arrangement or plan that has resulted or could result, separately or in the aggregate, in the payment of (i) any “excess parachute payment” within the meaning of Section 280G (or any corresponding provision of state, local, or foreign Tax law) or (ii) any amount that",850
851,/html/body/document/type/sequence/filename/description/text/div[237]/div/div/font,27,851
852,/html/body/document/type/sequence/filename/description/text/div[239]/font,"will not be fully deductible as a result of Section 162(m) (or any corresponding provision of state, local, or foreign Tax law). Neither First Choice nor any First Choice Subsidiary has been a United States real property holding corporation within the meaning of Section 897(c)(2) of the Code during the applicable period specified in Section 897(c)(1)(A)(ii) of the Code. Neither First Choice nor any First Choice Subsidiary is a party to or bound by any Tax allocation or sharing agreement (other than normal commercial contracts entered into in the Ordinary Course of Business and the principal purpose of which was not the allocation or sharing of Taxes). Neither First Choice nor any First Choice Subsidiary (i) has been a member of an affiliated group filing a consolidated United States federal income Tax Return (other than a group the common parent of which was First Choice), and (ii) has no liability for the Taxes of any individual, bank, corporation, partnership, association, joint stock company, business trust, limited liability company, or unincorporated organization (other than First Choice and the First Choice Subsidiaries) under Regulations Section 1.1502-6 (or any similar provision of state, local, or foreign Law), as a transferee or successor, by contract, or otherwise.",852
853,/html/body/document/type/sequence/filename/description/text/div[240]/font[1],(g),853
854,/html/body/document/type/sequence/filename/description/text/div[240]/font[2],"The unpaid Taxes of First Choice and all First Choice Subsidiaries (i) did not, as of March 31, 2021, exceed the reserve for Tax liability (which reserve is distinct and different from any reserve for deferred Taxes established to reflect timing differences between book and Tax income) set forth in the Financial Statements (rather than in any notes thereto), and (ii) do not exceed that reserve as adjusted for the passage of time in accordance with the past custom and practice of First Choice and any First Choice Subsidiary in filing its Tax Returns. Since January 1, 2018, neither First Choice nor any First Choice Subsidiary has incurred any liability for Taxes arising from extraordinary gains or losses, as that term is used in GAAP, outside the Ordinary Course of Business.",854
855,/html/body/document/type/sequence/filename/description/text/div[241]/font[1],(h),855
856,/html/body/document/type/sequence/filename/description/text/div[241]/font[2],"Neither First Choice nor any First Choice Subsidiary will be required to include any material item of income in, or exclude any material item of deduction from, taxable income for any taxable period (or portion thereof) ending after the Effective Time as a result of any: (i) change in method of accounting for a taxable period ending on or prior to the Closing Date; (ii) “closing agreement” as described in Section 7121 of the Code (or any corresponding or similar provision of state, local or foreign income Tax Law) executed on or prior to the Closing Date; (iii) intercompany transactions or any excess loss account described in Regulations under Section 1502 of the Code (or any corresponding or similar provision of state, local or foreign income Tax Law); (iv) installment sale or open transaction disposition made on or prior to the Closing Date; or (v) prepaid amount received on or prior to the Closing Date.",856
857,/html/body/document/type/sequence/filename/description/text/div[242]/font[1],(i),857
858,/html/body/document/type/sequence/filename/description/text/div[242]/font[2],Neither First Choice nor any First Choice Subsidiary has distributed stock of another Person nor had its stock distributed by another Person in a transaction that was purported or intended to be nontaxable and governed in whole or in part by Section 355 or Section 361 of the Code.,858
859,/html/body/document/type/sequence/filename/description/text/div[243]/font[1],(j),859
860,/html/body/document/type/sequence/filename/description/text/div[243]/font[2],"Neither First Choice nor any First Choice Subsidiary (i) is a “controlled foreign corporation” as defined in Section 957, (ii) is a “passive foreign investment company” within the meaning of Section 1297, or (iii) has and had a permanent establishment in any foreign country other than where they are currently filing Tax Returns.",860
861,/html/body/document/type/sequence/filename/description/text/div[244]/div/div/font,28,861
862,/html/body/document/type/sequence/filename/description/text/div[246]/font[1],(k),862
863,/html/body/document/type/sequence/filename/description/text/div[246]/font[2],Neither First Choice nor any First Choice Subsidiary is a party to any joint venture or partnership.,863
864,/html/body/document/type/sequence/filename/description/text/div[247]/font[1],(l),864
865,/html/body/document/type/sequence/filename/description/text/div[247]/font[2],Neither First Choice nor any First Choice Subsidiary has engaged or will engage in a listed transaction as that term is defined in Treasury Regulation 1.6011-4(b)(2).,865
866,/html/body/document/type/sequence/filename/description/text/div[248]/font[1],(m),866
867,/html/body/document/type/sequence/filename/description/text/div[248]/font[2],Neither First Choice nor any First Choice Subsidiary has received a private letter ruling from the Internal Revenue Service or any comparable ruling from any other taxing authority.,867
868,/html/body/document/type/sequence/filename/description/text/div[249]/font[1],(n),868
869,/html/body/document/type/sequence/filename/description/text/div[249]/font[2],"Neither First Choice nor any First Choice Subsidiary has taken or agreed to take any action, or is aware of any fact or circumstance, that would prevent the Merger from qualifying as a 368 Reorganization.",869
870,/html/body/document/type/sequence/filename/description/text/div[250]/font[1],Section 3.19,870
871,/html/body/document/type/sequence/filename/description/text/div[250]/font[2],Investment Securities,871
872,/html/body/document/type/sequence/filename/description/text/div[250]/font[3],". Section 3.19 of the First Choice Disclosure Schedule contains a true, correct and complete list, as of March 31, 2021, of the First Choice Investment Securities, as well as any purchases or sales of First Choice Investment Securities between March 31, 2021",872
873,/html/body/document/type/sequence/filename/description/text/div[250]/font[5],"to and including the date hereof reflecting with respect to all such securities, whenever purchased or sold, descriptions thereof, CUSIP numbers, designations as securities “available for sale” or securities “held to maturity” (as those terms are used in ASC 320), book values and coupon rates, and any gain or loss with respect to any First Choice Investment Securities sold during such time period after March 31, 2021.",873
874,/html/body/document/type/sequence/filename/description/text/div[251]/font[1],Section 3.20,874
875,/html/body/document/type/sequence/filename/description/text/div[251]/font[2],Derivative Transactions,875
876,/html/body/document/type/sequence/filename/description/text/div[251]/font[3],.,876
877,/html/body/document/type/sequence/filename/description/text/div[252]/font[1],(a),877
878,/html/body/document/type/sequence/filename/description/text/div[252]/font[2],"All Derivative Transactions entered into by First Choice or any First Choice Subsidiary or for the account of any customers of First Choice or any First Choice Subsidiary were entered into (i) in accordance with applicable Law (including with respect to safety and soundness of banking practices) in all material respects, (ii) in the Ordinary Course of Business, (iii) in accordance with the investment, securities, commodities, risk management and other policies, practices and procedures employed by First Choice and First Choice Subsidiaries in all material respects, and (iv) with counterparties reasonably believed at the time to be financially responsible and able to understand (either alone or in consultation with its advisers) and to bear the risks of such Derivative Transactions. First Choice and each First Choice Subsidiary has performed all of its obligations under the Derivative Transactions to the extent that such obligations to perform have accrued, and, to First Choice’s Knowledge, there are no material breaches, violations or defaults or allegations or assertions of such by any party thereunder.",878
879,/html/body/document/type/sequence/filename/description/text/div[253]/font[1],(b),879
880,/html/body/document/type/sequence/filename/description/text/div[253]/font[2],"Each Derivative Transaction outstanding as of the date of this Agreement is listed in Section 3.20(b) of the First Choice Disclosure Schedule, and the financial position of First Choice or First Choice Subsidiary under or with respect thereto has been reflected in the Financial Statements in accordance with GAAP. As of the date of this Agreement, no open exposure of First Choice or First Choice Bank with respect to any such Derivative Transaction (or with respect to multiple Derivative Transactions with a single counterparty) exists.",880
881,/html/body/document/type/sequence/filename/description/text/div[254]/div/div/font,29,881
882,/html/body/document/type/sequence/filename/description/text/div[256]/font[1],(c),882
883,/html/body/document/type/sequence/filename/description/text/div[256]/font[2],"No Derivative Transaction outstanding as of the date of this Agreement would, if it were to be treated as a Loan held by First Choice or any First Choice Subsidiary as of the date hereof, be classified as “Special Mention,” “Substandard,” “Doubtful,” “Loss,” “Classified,” “Criticized,” “Credit Risk Assets,” “Concerned Loans,” “Watch List,” as such terms are defined by the FDIC’s uniform loan classification standards, or words of similar import.",883
884,/html/body/document/type/sequence/filename/description/text/div[257]/font[1],Section 3.21,884
885,/html/body/document/type/sequence/filename/description/text/div[257]/font[2],Regulatory Capitalization,885
886,/html/body/document/type/sequence/filename/description/text/div[257]/font[3],". First Choice is “well-capitalized,” as such term is defined in the rules and regulations promulgated by the FRB. First Choice Bank is “well-capitalized,” as such term is defined in the rules and regulations promulgated by the FRB.",886
887,/html/body/document/type/sequence/filename/description/text/div[258]/font[1],Section 3.22,887
888,/html/body/document/type/sequence/filename/description/text/div[258]/font[2],Loans; Nonperforming and Classified Assets,888
889,/html/body/document/type/sequence/filename/description/text/div[258]/font[3],.,889
890,/html/body/document/type/sequence/filename/description/text/div[259]/font[1],(a),890
891,/html/body/document/type/sequence/filename/description/text/div[259]/font[2],"Section 3.22(a) of the First Choice Disclosure Schedule (i) sets forth the aggregate outstanding principal amount of all Loans as of March 31, 2021, and (ii) identifies, as of March 31, 2021, any Loans that are past due as to principal or interest for more than thirty (30) days, or are in nonaccrual status, regardless of whether such credits are secured or unsecured and regardless of whether are guaranteed by the government or by others.",891
892,/html/body/document/type/sequence/filename/description/text/div[260]/font[1],(b),892
893,/html/body/document/type/sequence/filename/description/text/div[260]/font[2],"Section 3.22(b) of the First Choice Disclosure Schedule identifies, as of March 31, 2021, each Loan that was classified as “Watch,” “Other Loans Specially Mentioned,” “Special Mention,” “Substandard,” “Doubtful,” “Loss,” “Classified,” “Criticized,” “Credit Risk Assets,” “Concerned Loans,” “Watch List” or words of similar import by First Choice, First Choice Bank, or that has been identified by accountants or auditors (internal or external) as having a significant risk of uncollectability (collectively, “",893
894,/html/body/document/type/sequence/filename/description/text/div[260]/font[3],Criticized Loans,894
895,/html/body/document/type/sequence/filename/description/text/div[260]/font[4],”) together with the principal amount of and accrued and unpaid interest on each such Loan and the identity of the borrower thereunder as of such date.,895
896,/html/body/document/type/sequence/filename/description/text/div[261]/font[1],(c),896
897,/html/body/document/type/sequence/filename/description/text/div[261]/font[2],"Except as would not reasonably be expected to be material, each Loan held in First Choice’s, First Choice Bank’s or any of their respective Subsidiaries’ loan portfolio (each a “",897
898,/html/body/document/type/sequence/filename/description/text/div[261]/font[3],First Choice Loan,898
899,/html/body/document/type/sequence/filename/description/text/div[261]/font[4],"”) (i) is evidenced by notes, agreements or other evidences of indebtedness that are true, genuine and what they purport to be, (ii) to the extent secured, is and has been secured by valid Liens which have been perfected and have the priority called for in the related Loan documents, and (iii) to First Choice’s Knowledge is a legal, valid and binding obligation of the obligor named therein, enforceable in accordance with its terms, subject to bankruptcy, insolvency, fraudulent conveyance and other Laws of general applicability relating to or affecting creditors’ rights and to general equity principles.",899
900,/html/body/document/type/sequence/filename/description/text/div[262]/font[1],(d),900
901,/html/body/document/type/sequence/filename/description/text/div[262]/font[2],"All currently outstanding First Choice Loans were solicited, purchased, originated and administered, and currently exist, and the relevant Loan files are being maintained, in material compliance with all applicable requirements of Law, the applicable loan documents, and First Choice Bank’s lending policies at the time of origination of such First Choice Loans as First Choice has or may modify such policies, and the notes or other credit or security documents with respect to each such outstanding First Choice Loan are true, correct and complete in all material respects. There are no oral modifications or amendments or additional agreements related to the First Choice Loans that are not reflected in the written records of First",901
902,/html/body/document/type/sequence/filename/description/text/div[263]/div/div/font,30,902
903,/html/body/document/type/sequence/filename/description/text/div[265]/font,"Choice or First Choice Bank, as applicable. All such First Choice Loans are owned by First Choice or First Choice Bank free and clear of any Liens (other than blanket Liens by the Federal Home Loan Bank of San Francisco). No claims of defense as to the enforcement of any currently outstanding First Choice Loan have been asserted in writing against First Choice or First Choice Bank for which there is a reasonable probability of an adverse determination, and, to First Choice’s Knowledge there is no claim or right of rescission for which there is a reasonable probability of a determination adverse to First Choice Bank. No First Choice Loans are presently serviced by third parties, and there is no obligation which could result in any First Choice Loan becoming subject to any third party servicing.",903
904,/html/body/document/type/sequence/filename/description/text/div[266]/font[1],(e),904
905,/html/body/document/type/sequence/filename/description/text/div[266]/font[2],"Neither First Choice nor any First Choice Subsidiary is a party to any material Contract with (or otherwise obligated to) any Person which obligates First Choice or any First Choice Subsidiary to repurchase from any such Person any Loan or other asset of First Choice or any First Choice Subsidiary, unless there is a material breach of a representation or covenant by First Choice or any First Choice Subsidiary. None of the Contracts pursuant to which First Choice or any First Choice Subsidiary has sold Loans, pools of Loans or participations in Loans or pools of Loans contains any obligation to repurchase such Loans or interests therein solely on account of a payment default by the obligor on any such Loan.",905
906,/html/body/document/type/sequence/filename/description/text/div[267]/font[1],(f),906
907,/html/body/document/type/sequence/filename/description/text/div[267]/font[2],"Neither First Choice nor any First Choice Subsidiary is now nor has it ever been since January 1, 2018, subject to any fine, suspension, settlement or other Contract or other administrative agreement or sanction by, or any reduction in any loan purchase commitment from, any Governmental Authority relating to the origination, sale or servicing of mortgage or consumer Loans.",907
908,/html/body/document/type/sequence/filename/description/text/div[268]/font[1],(g),908
909,/html/body/document/type/sequence/filename/description/text/div[268]/font[2],"Since January 1, 2018, neither First Choice nor any First Choice Subsidiary has canceled, released or compromised any Loan, obligation, claim or receivable other than in the Ordinary Course of Business.",909
910,/html/body/document/type/sequence/filename/description/text/div[269]/font[1],(h),910
911,/html/body/document/type/sequence/filename/description/text/div[269]/font[2],"First Choice and First Choice Bank have not, since January 1, 2018, extended or maintained credit, arranged for the extension of credit, or renewed an extension of credit, in the form of a personal loan to or for any director, executive officer, or principal shareholder (or equivalent thereof) of First Choice or any First Choice Subsidiary (as such terms are defined in FRB Regulation O), except as permitted by Regulation O and that have been made in compliance with the provisions of Regulation O (or that are exempt therefrom). Section 3.22(h) of the First Choice Disclosure Schedule identifies, as of March 31, 2021, any loan or extension of credit maintained by First Choice and First Choice Bank to which Regulation O applies, and there has been no default on, or forgiveness of waiver of, in whole or in part, any such loan during the two (2) years preceding the date hereof.",911
912,/html/body/document/type/sequence/filename/description/text/div[270]/font[1],(i),912
913,/html/body/document/type/sequence/filename/description/text/div[270]/font[2],"To the extent that either First Choice or First Choice Bank has originated or otherwise participated in any program or benefit created or modified by the Coronavirus Aid, Relief, and Economic Security Act, including but not limited to the Paycheck Protection Program (“",913
914,/html/body/document/type/sequence/filename/description/text/div[270]/font[3],PPP,914
915,/html/body/document/type/sequence/filename/description/text/div[270]/font[4],"”), it has done such in good faith and in material compliance with all Laws governing such program, including but not limited to all regulations and guidance issued by the SBA with the respect to loans originated pursuant to or in association with the PPP. First Choice and First",915
916,/html/body/document/type/sequence/filename/description/text/div[271]/div/div/font,31,916
917,/html/body/document/type/sequence/filename/description/text/div[273]/font[1],"Choice Bank have not originated any loan under the PPP to any “Insider”, as the term is defined under Regulation O (12 C.F.R. Part 215). To the extent that either First Choice or First Choice Bank has originated or otherwise participated in any program or benefit created or modified by, or offered in association with, the Federal Reserve Board’s Main Street Lending Program, or extended credit or participated in any loan facility offered in conjunction with the Main Street Lending Program, such has been done in good faith and in material compliance with all Laws governing the program, including without limitation all regulations and guidance issued by the Federal Reserve Board, and in accordance with safe and sound banking practices.",917
918,/html/body/document/type/sequence/filename/description/text/div[274]/font[1],Section 3.23,918
919,/html/body/document/type/sequence/filename/description/text/div[274]/font[2],Allowance for Loan and Lease Losses,919
920,/html/body/document/type/sequence/filename/description/text/div[274]/font[3],". First Choice’s reserves, allowance for loan and lease losses and carrying value for real estate owned as reflected in the Financial Statements were, in the opinion of management, as of the applicable dates thereof, adequate in all material respects to provide for possible losses on the applicable items and in compliance with First Choice’s and First Choice Bank’s existing methodology for determining the adequacy of its allowance for loan and lease losses as well as the standards established by applicable Governmental Authority, the Financial Accounting Standards Board and GAAP.",920
921,/html/body/document/type/sequence/filename/description/text/div[275]/font[1],Section 3.24,921
922,/html/body/document/type/sequence/filename/description/text/div[275]/font[2],Trust Business; Administration of Fiduciary Accounts,922
923,/html/body/document/type/sequence/filename/description/text/div[275]/font[3],". Neither First Choice nor any First Choice Subsidiary has offered or engaged in providing any individual or corporate trust services or administers any accounts for which First Choice or a First Choice Subsidiary acts as a fiduciary, including, but not limited to, any accounts in which it serves as a trustee, agent, custodian, personal representative, guardian, conservator or investment advisor. For the avoidance of doubt, First Choice Bank does not serve as a trustee, agent, custodian, personal representative, guardian, conservator or investment advisor with respect to its Traditional IRA and Roth IRA accounts.",923
924,/html/body/document/type/sequence/filename/description/text/div[276]/font[1],Section 3.25,924
925,/html/body/document/type/sequence/filename/description/text/div[276]/font[2],Investment Management and Related Activities,925
926,/html/body/document/type/sequence/filename/description/text/div[276]/font[3],". None of First Choice, any First Choice Subsidiary or, to the extent relating to their activities with respect to First Choice or any First Choice Subsidiary, any of their respective directors, officers or employees is required to be registered, licensed or authorized under applicable Law as an investment adviser, a broker or dealer, an insurance agency or company, a commodity trading adviser, a commodity pool operator, a futures commission merchant, an introducing broker, a registered representative or associated Person, investment adviser, representative or solicitor, a counseling officer, an insurance agent, a sales Person or in any similar capacity with a Governmental Authority.",926
927,/html/body/document/type/sequence/filename/description/text/div[277]/font[1],Section 3.26,927
928,/html/body/document/type/sequence/filename/description/text/div[277]/font[2],Repurchase Agreements,928
929,/html/body/document/type/sequence/filename/description/text/div[277]/font[3],". With respect to all Contracts pursuant to which First Choice or any First Choice Subsidiary has purchased securities subject to an agreement to resell, if any, First Choice or such First Choice Subsidiary has a valid, perfected first lien or security interest in the government securities or other collateral securing the repurchase agreement, and the value of such collateral is reasonably believed to equal or exceed the amount of debt secured thereby.",929
930,/html/body/document/type/sequence/filename/description/text/div[278]/font[1],Section 3.27,930
931,/html/body/document/type/sequence/filename/description/text/div[278]/font[2],Deposit Insurance,931
932,/html/body/document/type/sequence/filename/description/text/div[278]/font[3],. The deposits of First Choice Bank are insured by the Deposit Insurance Fund of the FDIC in accordance with the Federal Deposit Insurance Act (“,932
933,/html/body/document/type/sequence/filename/description/text/div[278]/font[4],FDIA,933
934,/html/body/document/type/sequence/filename/description/text/div[278]/font[5],"”) to the fullest extent permitted by Law, and First Choice Bank has paid all premiums and assessments and filed all reports required by the FDIA when due. No proceedings for the",934
935,/html/body/document/type/sequence/filename/description/text/div[279]/div/div/font,32,935
936,/html/body/document/type/sequence/filename/description/text/div[281]/font,"suspension, revocation, or termination of such deposit insurance are pending or, to First Choice’s Knowledge, threatened.",936
937,/html/body/document/type/sequence/filename/description/text/div[282]/font[1],Section 3.28,937
938,/html/body/document/type/sequence/filename/description/text/div[282]/font[2],"Community Reinvestment Act, Anti-money Laundering and Customer Information Security",938
939,/html/body/document/type/sequence/filename/description/text/div[282]/font[3],". Neither First Choice nor any First Choice Subsidiary is a party to any Contract with any individual or group regarding Community Reinvestment Act matters. As of the date hereof, First Choice’s and First Choice Bank’s rating in its most recent examination or interim review under the Community Reinvestment Act was “Satisfactory” or better, and First Choice has not received any written or, to First Choice’s Knowledge, oral, communication that First Choice Bank’s rating in its next subsequent examination or interim review under the Community Reinvestment Act will be lower than “Satisfactory.” First Choice and each First Choice Subsidiary (a) is in compliance in all material respects with the Community Reinvestment Act, and the regulations promulgated thereunder; (b) is operating in compliance in all material respects with the Bank Secrecy Act and its implementing regulations (31 C.F.R. Title X), the USA PATRIOT Act, any order or guidance issued with respect to anti-money laundering or sanctions programs by the U.S. Department of the Treasury’s Financial Crimes Enforcement Network or Office of Foreign Assets Control, and any other applicable anti-money laundering Laws; and (c) is in compliance in all material respects with the applicable Privacy and Information Security Requirements, as well as the provisions of the information security program adopted by First Choice Bank pursuant to 12 C.F.R. Part 208, Appx. D-1. Furthermore, the board of directors of First Choice Bank has adopted and First Choice Bank has implemented an anti-money laundering program that contains adequate and appropriate customer identification verification procedures that meet the requirements of Sections 352 and 326 of the USA PATRIOT Act. First Choice and First Choice Bank, collectively, are the sole owner of all individually identifiable personal information relating to identifiable or identified natural Persons who are customers, former customers and prospective customers of First Choice and First Choice Bank.",939
940,/html/body/document/type/sequence/filename/description/text/div[283]/font[1],Section 3.29,940
941,/html/body/document/type/sequence/filename/description/text/div[283]/font[2],Transactions with Affiliates,941
942,/html/body/document/type/sequence/filename/description/text/div[283]/font[3],". There are no outstanding amounts payable to or receivable from, or advances by First Choice or any First Choice Subsidiary to, and neither First Choice nor any First Choice Subsidiary is otherwise a creditor or debtor to, (a) any director, executive officer, five percent (5%) or greater shareholder of First Choice or any First Choice Subsidiary or to any of their respective Affiliates or Associates, other than in the Ordinary Course of Business as part of the terms of such Persons’ employment or service as a director or executive officer with First Choice or any First Choice Subsidiary and other than deposits held by First Choice Bank in the Ordinary Course of Business; or (b) any Affiliate of First Choice or any First Choice Subsidiary. Neither First Choice nor any First Choice Subsidiary is a party to any transaction or agreement, or is contemplated to be party to any proposed transaction or agreement, with any director or executive officer of First Choice or any First Choice Subsidiary or to any of their respective Affiliates or Associates, other than compensation or business expense advancements or reimbursements in the Ordinary Course of Business as part of the terms of such Person’s employment or service as a director or executive officer with First Choice or any First Choice Subsidiary and other than deposits held by First Choice Bank in the Ordinary Course of Business. All agreements, and all transactions since January 1, 2018, between First Choice or any First Choice Subsidiary, on the one hand, and any of their respective Affiliates, on",942
943,/html/body/document/type/sequence/filename/description/text/div[284]/div/div/font,33,943
944,/html/body/document/type/sequence/filename/description/text/div[286]/font,"the other hand, comply, to the extent applicable, in all material respects with Sections 23A and 23B of the Federal Reserve Act and Regulation W promulgated by the FRB.",944
945,/html/body/document/type/sequence/filename/description/text/div[287]/font[1],Section 3.30,945
