,xpaths,text,all_nodes_ordering
891,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[4],“,891
892,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[4]/u,Order,892
893,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[4],"” means any order, writ, injunction, decree, consent decree, judgment, award, injunction, settlement, decision,
ruling, verdict or stipulation issued, promulgated, made, rendered or entered into by or with any Governmental Authority (in each case, whether temporary, preliminary or permanent).",893
894,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[5],“,894
895,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[5]/u,Owned Intellectual Property,895
896,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[5],"” means any and all Intellectual Property owned or purported to be owned by the Company or any of
its Subsidiaries.",896
897,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[6],“,897
898,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[6]/u,Parent Disclosure Letter,898
899,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[6],"” means the disclosure letter delivered by Parent to the Company in
connection with, and upon the execution of, this Agreement.",899
900,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[7],“,900
901,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[7]/u,Payoff Letters,901
902,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[7],” means customary,902
903,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[7]/font,pay-off,903
904,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[7],"letters or equivalent documentation with respect to the Securitization Facility and the Senior Credit Facility, in which the creditors party thereto (or any agent on their behalf) state that upon payment of
the amount of the indebtedness described therein, all obligations (other than contingent obligations that survive the termination of the Securitization Facility or the Senior Credit Facility, as applicable, for which no claim has been asserted or
which is not then due and owing) with respect to such indebtedness will be terminated and all Liens on any property of the Company and its Subsidiaries related to such indebtedness will be released.",904
905,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],“,905
906,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[1],Permitted Liens,906
907,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],” means (,907
908,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[2],i,908
909,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") real estate and personal property Taxes, assessments, governmental levies, fees or
charges or statutory Liens, in each case, for Taxes not yet due and payable or which are being contested in good faith and by appropriate proceedings and for which adequate reserves (as determined in accordance with GAAP) have been established on
the Company Balance Sheet, (",909
910,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[3],ii,910
911,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") mechanics’, carriers’, workers’, repairers’ and similar statutory Liens arising or incurred in the ordinary course of business with respect to amounts not yet due and payable or which
are being contested in good faith and by appropriate proceedings and for which adequate reserves (as determined in accordance with GAAP) have been established on the Company Balance Sheet that would not be individually or in the aggregate materially
adverse to the operations of the Company or any of its Subsidiaries, (",911
912,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[4],iii,912
913,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") zoning, entitlement, building codes and other land use regulations, ordinances or legal requirements imposed by any Governmental Authority having jurisdiction
over real property and that, in each case, are not violated in any material respect by the current use and operation of such real property or the operation of the businesses of the Company and its Subsidiaries, (",913
914,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[5],iv,914
915,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") all rights relating
to the construction and maintenance in connection with any public utility of wires, poles, pipes, conduits and appurtenances thereto, on, under or above real property, (",915
916,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[6],v,916
917,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") any state of facts which a current and accurate survey or
inspection of real property delivered to, or ordered by, Parent, would disclose and which, individually or in the aggregate, do not materially impair the continued use of such real property for the purposes for which it is used by such Person,
(",917
918,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[7],vi,918
919,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") title exceptions disclosed by any title insurance commitment or title insurance policy for any such real property issued by a title company and delivered to, or ordered by, Parent which do not, individually or in the aggregate,
materially impair the continued use of such real property for the purposes for which it is used by such Person or materially detract from the value of such real property, (",919
920,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[8],vii,920
921,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],) all matters disclosed in,921
922,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[9],Section,922
923,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[11],1.1(b),923
924,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],"of the Company Disclosure Letter, (",924
925,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[12],viii,925
926,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") all matters of public record for any real property which do not materially impair the continued use of such real property for the purposes for which it is
used by such Person or materially detract from the value of such real property, (",926
927,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[13],ix,927
928,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") statutory Liens in favor of lessors arising in connection with any real property subject to the Real Property Leases, (",928
929,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[14],x,929
930,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") other defects,
irregularities or imperfections of title, encroachments, easements, servitudes, permits, rights of way, flowage rights, restrictions, leases, licenses, covenants, sidetrack agreements and oil, gas, mineral and mining reservations, rights, licenses
and leases, which, individually or in the aggregate, do not materially impair the continued use of real property for the purposes for which it is used by such Person, (",930
931,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[15],xi,931
932,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],) grants of,932
933,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/font[1],non-exclusive,933
934,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],licenses or other,934
935,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/font[2],non-exclusive,935
936,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],"rights with respect to Intellectual Property that do not, in each case, otherwise contain or constitute a mortgage, lien, pledge, charge, security interest, encumbrance, or
limitation on transfer and otherwise made in the ordinary course of business consistent with past practice, (",936
937,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[16],xii,937
938,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],") Liens pursuant to the Securitization Facility and the Senior Credit Facility and Contracts entered into in connection
therewith which will be released at Closing pursuant to the Payoff Letters and (",938
939,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/u[17],xiii,939
940,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8]/font[3],) non-monetary,940
941,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[8],"Liens that, individually or in the aggregate, do not, and would not reasonably be expected to,
materially detract from the value of any of the property, rights or assets of the Company and its Subsidiaries or materially interfere with the use thereof as currently used by such Person.",941
942,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[10],16,942
943,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[1],“,943
944,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[1]/u,Person,944
945,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[1],"” means an individual, group (within the meaning of
Section 13(d)(3) of the Exchange Act), corporation, partnership, limited liability company, association, trust or any other entity or organization, including a Governmental Authority.",945
946,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[2],“,946
947,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[2]/u,PRC,947
948,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[2],” means the People’s Republic of China.,948
949,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[3],“,949
950,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[3]/u,Proceeding,950
951,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[3],"” means any litigation, suit, action, claim, proceeding, investigation, examination, indictment, arbitration,
mediation, charge, audit or hearing (in each case, whether civil, criminal or administrative) commenced, brought, conducted or heard by or before, or otherwise involving, any Governmental Authority.",951
952,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[4],“,952
953,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[4]/u,Release,953
954,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[4],"” means any release, spill, emission, discharge, leaking, pumping, injection, deposit, disposal, dispersal, leaching
or migration into or through the indoor or outdoor environment (including ambient air, surface water, groundwater and surface or subsurface strata) or into or out of any property, including the movement of Hazardous Substances through or in the air,
soil, surface water, groundwater or property.",954
955,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[6],17,955
956,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[1],“,956
957,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[1]/u,Remedial Action,957
958,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[1],"” means, with respect to any Release of Hazardous
Substances, any action to investigate, risk assess, delineate, remediate or clean up such Hazardous Substances, including any remedial or corrective actions taken, and including any post-remedial monitoring of Hazardous Substances or maintenance of
any related engineering or institutional controls.",958
959,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2],“,959
960,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2]/u[1],Sanctioned Person,960
961,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2],” means a Person that is (,961
962,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2]/u[2],a,962
963,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2],") on the
list of Specially Designated Nationals and Blocked Persons published by the U.S. Department of Treasury, Office of Foreign Assets Control, the Government of Canada, the European Union, any European Union member state, the United Nations Security
Council or any equivalent list of sanctioned persons issued by any relevant Governmental Authority with regulatory authority over the Company or any of its Subsidiaries from time to time, (",963
964,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2]/u[3],b,964
965,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2],") located in or organized under the laws of a
country or territory which is the subject of country- or territory-wide Sanctions (including Cuba, Iran, North Korea, Sudan, Syria, or the Crimea region) or (",965
966,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2]/u[4],c,966
967,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2],) majority-owned or controlled by any of the foregoing.,967
968,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3],“,968
969,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3]/u[1],Sanctions,969
970,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3],"” means those trade, economic and financial sanction Laws, Orders, embargoes and restrictive measures (in each case
having the force of Law) imposed, administered, enacted or enforced from time to time by (",970
971,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3]/u[2],i,971
972,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3],") the United States (including the Department of Treasury, Office of Foreign Assets Control), (",972
973,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3]/u[3],ii,973
974,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3],") the Government of Canada (including
under the United Nations Act (Canada) or the Special Economic Measures Act (Canada)), (",974
975,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3]/u[4],iii,975
976,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3],") the European Union and enforced by its member states, (",976
977,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3]/u[5],iv,977
978,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3],") the United Nations Security Council, (",978
979,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3]/u[6],v,979
980,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3],") Her Majesty’s
Treasury or (",980
981,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3]/u[7],vi,981
982,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[3],) other similar Governmental Authorities with regulatory authority over the Company or any of its Subsidiaries from time to time.,982
983,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[4],“,983
984,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[4]/u,Sarbanes-Oxley Act,984
985,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[4],"” means the Sarbanes-Oxley Act of 2002, as amended.",985
986,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[5],“,986
987,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[5]/u,SEC,987
988,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[5],” means the United States Securities and Exchange Commission.,988
989,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[6],“,989
990,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[6]/u,Securities Act,990
991,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[6],"” means the Securities Act of 1933, as amended.",991
992,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7],“,992
993,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7]/u[1],Securitization Facility,993
994,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7],” means the receivables securitization facility provided under (,994
995,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7]/u[2],i,995
996,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7],") that certain Third
Amended and Restated Receivables Transfer Agreement, dated as of February 12, 2016 (as amended, amended and restated, supplemented, restructured or otherwise modified, renewed or replaced from time to time, the “",996
997,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7]/u[3],"Receivables Transfer
Agreement",997
998,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7],"”), by and among Domtar Funding Limited Liability Company, Domtar Corporation, Liberty Street Funding LLC and The Bank of Nova Scotia, (",998
999,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7]/u[4],ii,999
1000,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7],") that certain Amended and Restated Purchase and Sale Agreement, dated as of
November 14, 2011 (as amended, amended and restated, supplemented, restructured or otherwise modified, renewed or replaced from time to time), by and among the Originators as defined and named therein, Domtar Funding Limited Liability Company
and Domtar Corporation, (",1000
1001,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7]/u[5],iii,1001
1002,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7],") that certain Performance Guaranty, dated as of March 7, 2007 (as reaffirmed, amended, amended and restated, supplemented, restructured or otherwise modified, renewed or replaced from time to time), by
and among Domtar Corporation, Liberty Street Funding LLC and The Bank of Nova Scotia and (",1002
1003,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7]/u[6],iv,1003
1004,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[7],) the other Transaction Documents (as defined in the Receivables Transfer Agreement).,1004
1005,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[9],18,1005
1006,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[1],“,1006
1007,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[1]/u,Senior Credit Facility,1007
1008,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[1],"” means that certain Third Amended and Restated
Credit Agreement, dated as of August 22, 2018 (as amended, amended and restated, supplemented, restructured or otherwise modified, renewed or replaced from time to time), by and among Domtar Corporation, Domtar Inc., Domtar Pulp and Paper
General Partnership, the Additional Borrowers (as defined therein) from time to time parties thereto, the Lenders (as defined therein) from time to time parties thereto, JPMorgan Chase Bank, N.A., as administrative agent, and the other agents named
therein.",1008
1009,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[2],“,1009
1010,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[2]/u,Software,1010
1011,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[2],"” means all software and computer programs, including applications, interfaces, tools and operating
systems, together with all source code and object code versions thereof.",1011
1012,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[3],“,1012
1013,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[3]/u[1],Subsidiary,1013
1014,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[3],"” means, with respect to any Person,
any other Person (other than a natural Person) of which securities or other ownership interests (",1014
1015,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[3]/u[2],i,1015
1016,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[3],") having ordinary voting power to elect a majority of the board of directors or other persons performing similar functions or
(",1016
1017,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[3]/u[3],ii,1017
1018,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[3],) representing more than 50% such securities or ownership interests are at the time directly or indirectly owned by such Person.,1018
1019,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4],“,1019
1020,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4]/u[1],Superior Proposal,1020
1021,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4],” means a,1021
1022,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4]/i,bona fide,1022
1023,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4],"written Company Acquisition Proposal from any Person (other than Parent and its
Subsidiaries) (with all references to “more than 20%” in the definition of Company Acquisition Proposal being deemed to reference “more than 50%”) which the Company Board determines in good faith, after consultation with the
Company’s outside financial advisors and outside legal counsel, (",1023
1024,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4]/u[2],i,1024
1025,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4],) is reasonably capable of being consummated in accordance with its terms and (,1025
1026,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4]/u[3],ii,1026
1027,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4],") is more favorable to the stockholders of the Company, from a financial
point of view, than the transactions contemplated by this Agreement after taking into account the legal, financial (including the financing terms of any such Company Acquisition Proposal), regulatory, conditionality, timing or other aspects of such
Company Acquisition Proposal, the Person or group making such Company Acquisition Proposal, the transactions contemplated hereby, any changes to the terms of this Agreement irrevocably offered in writing by Parent in response to such Company
Acquisition Proposal pursuant to, and in accordance with,",1027
1028,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4]/u[4],Section,1028
1029,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4]/u[6],7.2(f),1029
1030,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[4],", and all other factors that the Company Board, in good faith, deems relevant.",1030
1031,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[5],“,1031
1032,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[5]/u,Takeover Statutes,1032
1033,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[5],"” mean any “business combination”, “control share acquisition”, “fair price”,
“moratorium” or other takeover or anti-takeover statute or similar Law.",1033
1034,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[6],“,1034
1035,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[6]/u,Tax,1035
1036,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[6],"” means any federal, state,
provincial, territorial, municipal, local or foreign income, gross receipts, profits, sales, use, occupation, value added, ad valorem, transfer, franchise, withholding, payroll, employment, capital, goods and services, environmental, unemployment,
social security, stamp, custom, excise or real or personal property, alternative or",1036
1037,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[6]/font,add-on,1037
1038,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[6],"minimum or estimated taxes, or other like assessment or charge imposed by a Governmental Authority, together with any
interest, penalty or addition thereto.",1038
1039,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[7],“,1039
1040,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[7]/u,Tax Return,1040
1041,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[7],"” means any report, return, declaration or statement with respect to
Taxes, including information returns, and in all cases including any schedule or attachment thereto or amendment thereof.",1041
1042,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[8],“,1042
1043,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[8]/u,"Taxing
Authority",1043
1044,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[8],” means any Governmental Authority responsible for the imposition of any Tax (domestic or foreign).,1044
1045,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[9],“,1045
1046,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[9]/u,"Third
Party",1046
1047,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[9],"” means any Person other than Parent, the Company or any of their respective Affiliates.",1047
1048,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[11],19,1048
1049,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[1],“,1049
1050,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[1]/u,Timberlands,1050
1051,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[1],"” means Owned Real Property or real property subject to a Real
Property Lease relating to timberlands.",1051
1052,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[2],“,1052
1053,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[2]/u,Transaction Agreements,1053
1054,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[2],"” means this Agreement, the Escrow Agreement and the
Confidentiality Agreement.",1054
1055,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[3],“,1055
1056,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[3]/u,Treasury Regulations,1056
1057,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[3],” means the regulations promulgated under the Code.,1057
1058,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[4],“,1058
1059,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[4]/u,TSX,1059
1060,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[4],” means the Toronto Stock Exchange.,1060
1061,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[5],“,1061
1062,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[5]/u,Willful Breach,1062
1063,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[5],"” means a material breach of this Agreement resulting from a deliberate act or a deliberate failure to act,
taken or not taken with the actual knowledge that such act or failure to act would, or would reasonably be expected to, result in or constitute a material breach of this Agreement.",1063
1064,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[6],Section 1.2,1064
1065,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[6]/u,Table of Definitions,1065
1066,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[6],. Each of the following terms is defined in the Section set forth opposite such term:,1066
1067,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[2]/td[1]/p,Term,1067
1068,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[2]/td[3]/p,Section,1068
1069,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[3]/td[1],“2021 Capex Budget”,1069
1070,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[3]/td[3],Section 5.1(d),1070
1071,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[4]/td[1],“Agreement”,1071
1072,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[4]/td[3],Preamble,1072
1073,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[5]/td[1],“Alternative Acquisition Agreement”,1073
1074,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[5]/td[3],Section 7.2(b),1074
1075,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[6]/td[1],“Appraisal Shares”,1075
1076,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[6]/td[3],Section 2.7,1076
1077,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[7]/td[1],“Book-Entry Shares”,1077
1078,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[7]/td[3],Section 2.5(c),1078
1079,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[8]/td[1],“Burdensome Condition”,1079
1080,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[8]/td[3],Section 7.1,1080
1081,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[9]/td[1],“CBAs”,1081
1082,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[9]/td[3],Section 3.19(b),1082
1083,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[10]/td[1],“Certificate of Merger”,1083
1084,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[10]/td[3],Section 2.3,1084
1085,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[11]/td[1],“Certificate”,1085
1086,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[11]/td[3],Section 2.5(c),1086
1087,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[12]/td[1],“CIC Year Awards”,1087
1088,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[12]/td[3],Section 2.10(e),1088
1089,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[13]/td[1],“CIC Year PSU”,1089
1090,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[13]/td[3],Section 2.10(e),1090
1091,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[14]/td[1],“CIC Year RSU”,1091
1092,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[14]/td[3],Section 2.10(e),1092
1093,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[15]/td[1],“Closing”,1093
1094,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[15]/td[3],Section 2.2,1094
1095,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[16]/td[1],“Company Board Recommendation”,1095
1096,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[16]/td[3],Recitals,1096
1097,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[17]/td[1],“Company Board”,1097
1098,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[17]/td[3],Recitals,1098
1099,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[18]/td[1],“Company Fundamental Representations”,1099
1100,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[18]/td[3],Section 8.2(a),1100
1101,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[19]/td[1],“Company Indemnified Party”,1101
1102,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[19]/td[3],Section 6.2(a),1102
1103,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[20]/td[1],“Company Material Contract”,1103
1104,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[20]/td[3],Section 3.21(a),1104
1105,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[21]/td[1],“Company Meeting”,1105
1106,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[21]/td[3],Section 5.3,1106
1107,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[22]/td[1],“Company Plan”,1107
1108,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[22]/td[3],Section 3.18(a),1108
1109,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[23]/td[1],“Company Preferred Stock”,1109
1110,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[23]/td[3],Section 3.5(a),1110
1111,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[24]/td[1],“Company Related Parties”,1111
1112,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[24]/td[3],Section 9.3(f)(i),1112
1113,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[25]/td[1],“Company SEC Documents”,1113
