,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
153,/html/body/document/type/sequence/filename/description/text/center[22]/div/p[6],.,ssst,134,"[0.2729894474667366, 0.2784701754385965, 0.06547150877192982, 0.0003277184243298158]",2,153,0.2729894474667366,0.2784701754385965,0.06547150877192982,0.0003277184243298158,0.2729894474667366,2
154,/html/body/document/type/sequence/filename/description/text/center[22]/div/p[7],(e),sssn,135,"[0.2741801577418016, 0.265219649122807, 0.01038378947368421, 0.0003277184243298158]",1,154,0.2741801577418016,0.265219649122807,0.01038378947368421,0.0003277184243298158,0.2741801577418016,1
155,/html/body/document/type/sequence/filename/description/text/center[22]/div/p[7]/u,Corporate Authority,ssst,136,"[0.2741801577418016, 0.2779438596491228, 0.07734105263157895, 0.0003277184243298158]",2,155,0.2741801577418016,0.2779438596491228,0.07734105263157895,0.0003277184243298158,0.2741801577418016,2
156,/html/body/document/type/sequence/filename/description/text/center[22]/div/p[7],.,ssst,136,"[0.2741801577418016, 0.2779438596491228, 0.07734105263157895, 0.0003277184243298158]",2,156,0.2741801577418016,0.2779438596491228,0.07734105263157895,0.0003277184243298158,0.2741801577418016,2
157,/html/body/document/type/sequence/filename/description/text/center[22]/div/p[9],19,n,137,"[0.27647418671211027, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,157,0.27647418671211027,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.27647418671211027,1
158,/html/body/document/type/sequence/filename/description/text/center[23]/div/p[1],(f),sssn,138,"[0.27740272224771145, 0.265219649122807, 0.011688561403508772, 0.0003277184243298158]",1,158,0.27740272224771145,0.265219649122807,0.011688561403508772,0.0003277184243298158,0.27740272224771145,1
159,/html/body/document/type/sequence/filename/description/text/center[23]/div/p[1]/u,Consents and Approvals; No Defaults,ssst,139,"[0.27740272224771145, 0.2769080701754386, 0.1436842105263158, 0.0003277184243298158]",2,159,0.27740272224771145,0.2769080701754386,0.1436842105263158,0.0003277184243298158,0.27740272224771145,2
160,/html/body/document/type/sequence/filename/description/text/center[23]/div/p[1],.,ssst,139,"[0.27740272224771145, 0.2769080701754386, 0.1436842105263158, 0.0003277184243298158]",2,160,0.27740272224771145,0.2769080701754386,0.1436842105263158,0.0003277184243298158,0.27740272224771145,2
161,/html/body/document/type/sequence/filename/description/text/center[23]/div/p[4],(g),sssn,140,"[0.28300670730375127, 0.265219649122807, 0.013251087719298246, 0.0003277184243298158]",1,161,0.28300670730375127,0.265219649122807,0.013251087719298246,0.0003277184243298158,0.28300670730375127,1
162,/html/body/document/type/sequence/filename/description/text/center[23]/div/p[4]/u,"Financial Reports and SEC Documents;
Absence of Certain Changes or Events",ssst,141,"[0.28300670730375127, 0.2784701754385965, 0.2979880701754386, 0.0003277184243298158]",2,162,0.28300670730375127,0.2784701754385965,0.2979880701754386,0.0003277184243298158,0.28300670730375127,2
163,/html/body/document/type/sequence/filename/description/text/center[23]/div/p[4],.,ssst,141,"[0.28300670730375127, 0.2784701754385965, 0.2979880701754386, 0.0003277184243298158]",2,163,0.28300670730375127,0.2784701754385965,0.2979880701754386,0.0003277184243298158,0.28300670730375127,2
164,/html/body/document/type/sequence/filename/description/text/center[23]/div/p[7],20,n,142,"[0.2868300889209325, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,164,0.2868300889209325,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.2868300889209325,1
165,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[6],21,n,143,"[0.2980271350855345, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,165,0.2980271350855345,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.2980271350855345,1
166,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[4],(h),sssn,144,"[0.304898298048983, 0.265219649122807, 0.010910105263157895, 0.0003277184243298158]",1,166,0.304898298048983,0.265219649122807,0.010910105263157895,0.0003277184243298158,0.304898298048983,1
167,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[4]/u,Litigation,ssst,145,"[0.304898298048983, 0.2784701754385965, 0.0392379649122807, 0.0003277184243298158]",2,167,0.304898298048983,0.2784701754385965,0.0392379649122807,0.0003277184243298158,0.304898298048983,2
168,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[4],.,ssst,145,"[0.304898298048983, 0.2784701754385965, 0.0392379649122807, 0.0003277184243298158]",2,168,0.304898298048983,0.2784701754385965,0.0392379649122807,0.0003277184243298158,0.304898298048983,2
169,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[5],(i),sssn,146,"[0.3057503659522405, 0.265219649122807, 0.01116778947368421, 0.0003277184243298158]",1,169,0.3057503659522405,0.265219649122807,0.01116778947368421,0.0003277184243298158,0.3057503659522405,1
170,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[5]/u,Regulatory Matters,ssst,147,"[0.3057503659522405, 0.2763873684210526, 0.07482456140350877, 0.0003277184243298158]",2,170,0.3057503659522405,0.2763873684210526,0.07482456140350877,0.0003277184243298158,0.3057503659522405,2
171,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[5],.,ssst,147,"[0.3057503659522405, 0.2763873684210526, 0.07482456140350877, 0.0003277184243298158]",2,171,0.3057503659522405,0.2763873684210526,0.07482456140350877,0.0003277184243298158,0.3057503659522405,2
172,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[8],22,n,148,"[0.30855782045399927, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,172,0.30855782045399927,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.30855782045399927,1
173,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[5],(j),sssn,149,"[0.31323326997443796, 0.265219649122807, 0.01116778947368421, 0.0003277184243298158]",1,173,0.31323326997443796,0.265219649122807,0.01116778947368421,0.0003277184243298158,0.31323326997443796,1
174,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[5]/u,Compliance with Laws,ssst,150,"[0.31323326997443796, 0.2763873684210526, 0.08911157894736842, 0.0003277184243298158]",2,174,0.31323326997443796,0.2763873684210526,0.08911157894736842,0.0003277184243298158,0.31323326997443796,2
175,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[5],.,ssst,150,"[0.31323326997443796, 0.2763873684210526, 0.08911157894736842, 0.0003277184243298158]",2,175,0.31323326997443796,0.2763873684210526,0.08911157894736842,0.0003277184243298158,0.31323326997443796,2
176,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[9],23,n,151,"[0.3189246466102991, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,176,0.3189246466102991,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.3189246466102991,1
177,/html/body/document/type/sequence/filename/description/text/center[27]/div/p[5],(k),sssn,152,"[0.32698651984881255, 0.265219649122807, 0.010910105263157895, 0.0003277184243298158]",1,177,0.32698651984881255,0.265219649122807,0.010910105263157895,0.0003277184243298158,0.32698651984881255,1
178,/html/body/document/type/sequence/filename/description/text/center[27]/div/p[5]/u,"Material Contracts;
Defaults",ssst,153,"[0.32698651984881255, 0.2784701754385965, 0.10884350877192983, 0.0003277184243298158]",2,178,0.32698651984881255,0.2784701754385965,0.10884350877192983,0.0003277184243298158,0.32698651984881255,2
179,/html/body/document/type/sequence/filename/description/text/center[27]/div/p[5],. Except for this Agreement a,ssst,153,"[0.32698651984881255, 0.2784701754385965, 0.10884350877192983, 0.0003277184243298158]",2,179,0.32698651984881255,0.2784701754385965,0.10884350877192983,0.0003277184243298158,0.32698651984881255,2
180,/html/body/document/type/sequence/filename/description/text/center[27]/div/p[7],24,n,154,"[0.32961919119092875, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,180,0.32961919119092875,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.32961919119092875,1
181,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[1],(l),sssn,155,"[0.3305477267265299, 0.265219649122807, 0.00883221052631579, 0.0003277184243298158]",1,181,0.3305477267265299,0.265219649122807,0.00883221052631579,0.0003277184243298158,0.3305477267265299,1
182,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[1]/u,No Brokers,ssst,156,"[0.3305477267265299, 0.2763873684210526, 0.04807017543859649, 0.0003277184243298158]",2,182,0.3305477267265299,0.2763873684210526,0.04807017543859649,0.0003277184243298158,0.3305477267265299,2
183,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[1],.,ssst,156,"[0.3305477267265299, 0.2763873684210526, 0.04807017543859649, 0.0003277184243298158]",2,183,0.3305477267265299,0.2763873684210526,0.04807017543859649,0.0003277184243298158,0.3305477267265299,2
184,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[2],(m),sssn,157,"[0.3317384370015949, 0.265219649122807, 0.01584975438596491, 0.0003277184243298158]",1,184,0.3317384370015949,0.265219649122807,0.01584975438596491,0.0003277184243298158,0.3317384370015949,1
185,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[2]/u,Employee Benefit Plans,ssst,158,"[0.3317384370015949, 0.2810687719298246, 0.09275228070175438, 0.0003277184243298158]",2,185,0.3317384370015949,0.2810687719298246,0.09275228070175438,0.0003277184243298158,0.3317384370015949,2
186,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[2],.,ssst,158,"[0.3317384370015949, 0.2810687719298246, 0.09275228070175438, 0.0003277184243298158]",2,186,0.3317384370015949,0.2810687719298246,0.09275228070175438,0.0003277184243298158,0.3317384370015949,2
187,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[6],25,n,159,"[0.3418321644709532, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,187,0.3418321644709532,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.3418321644709532,1
188,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[5],26,n,160,"[0.3514998579886828, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,188,0.3514998579886828,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.3514998579886828,1
189,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[7],27,n,161,"[0.36253304494111993, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,189,0.36253304494111993,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.36253304494111993,1
190,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[3],(n),sssn,162,"[0.3705839942321557, 0.265219649122807, 0.010910105263157895, 0.0003277184243298158]",1,190,0.3705839942321557,0.265219649122807,0.010910105263157895,0.0003277184243298158,0.3705839942321557,1
191,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[3]/u,"Labor
Matters",ssst,163,"[0.3705839942321557, 0.2784701754385965, 0.055592140350877194, 0.0003277184243298158]",2,191,0.3705839942321557,0.2784701754385965,0.055592140350877194,0.0003277184243298158,0.3705839942321557,2
192,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[3],. Neither CBTC,ssst,163,"[0.3705839942321557, 0.2784701754385965, 0.055592140350877194, 0.0003277184243298158]",2,192,0.3705839942321557,0.2784701754385965,0.055592140350877194,0.0003277184243298158,0.3705839942321557,2
193,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[5],28,n,164,"[0.37287802320246444, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,193,0.37287802320246444,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.37287802320246444,1
194,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1],(o),sssn,165,"[0.37380655873806556, 0.265219649122807, 0.013163368421052632, 0.0003277184243298158]",1,194,0.37380655873806556,0.265219649122807,0.013163368421052632,0.0003277184243298158,0.37380655873806556,1
195,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1]/u,Takeover Laws,ssst,166,"[0.37380655873806556, 0.2783824561403509, 0.057182035087719296, 0.0003277184243298158]",1,195,0.37380655873806556,0.2783824561403509,0.057182035087719296,0.0003277184243298158,0.37380655873806556,1
196,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[2],(p),sssn,167,"[0.37533591138493805, 0.265219649122807, 0.010910105263157895, 0.0003277184243298158]",1,196,0.37533591138493805,0.265219649122807,0.010910105263157895,0.0003277184243298158,0.37533591138493805,1
197,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[2]/u,Environmental Matters,ssst,168,"[0.37533591138493805, 0.2784701754385965, 0.0911017543859649, 0.0003277184243298158]",2,197,0.37533591138493805,0.2784701754385965,0.0911017543859649,0.0003277184243298158,0.37533591138493805,2
198,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[2],.,ssst,168,"[0.37533591138493805, 0.2784701754385965, 0.0911017543859649, 0.0003277184243298158]",2,198,0.37533591138493805,0.2784701754385965,0.0911017543859649,0.0003277184243298158,0.37533591138493805,2
199,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[3],(q),sssn,169,"[0.3785584758908479, 0.265219649122807, 0.013163368421052632, 0.0003277184243298158]",1,199,0.3785584758908479,0.265219649122807,0.013163368421052632,0.0003277184243298158,0.3785584758908479,1
200,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[3]/u,Tax Matters,ssst,170,"[0.3785584758908479, 0.2783824561403509, 0.04706140350877193, 0.0003277184243298158]",2,200,0.3785584758908479,0.2783824561403509,0.04706140350877193,0.0003277184243298158,0.3785584758908479,2
201,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[3],.,ssst,170,"[0.3785584758908479, 0.2783824561403509, 0.04706140350877193, 0.0003277184243298158]",2,201,0.3785584758908479,0.2783824561403509,0.04706140350877193,0.0003277184243298158,0.3785584758908479,2
202,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[6],29,n,171,"[0.38305914225164406, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,202,0.38305914225164406,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.38305914225164406,1
203,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2],(r),sssn,172,"[0.3848397456905027, 0.265219649122807, 0.011688561403508772, 0.0003277184243298158]",1,203,0.3848397456905027,0.265219649122807,0.011688561403508772,0.0003277184243298158,0.3848397456905027,1
204,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2]/u,Risk Management Instruments,ssst,173,"[0.3848397456905027, 0.2769080701754386, 0.11717684210526316, 0.0003277184243298158]",2,204,0.3848397456905027,0.2769080701754386,0.11717684210526316,0.0003277184243298158,0.3848397456905027,2
205,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2],.,ssst,173,"[0.3848397456905027, 0.2769080701754386, 0.11717684210526316, 0.0003277184243298158]",2,205,0.3848397456905027,0.2769080701754386,0.11717684210526316,0.0003277184243298158,0.3848397456905027,2
206,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[3],(s),sssn,174,"[0.3887395949400275, 0.265219649122807, 0.009873894736842106, 0.0003277184243298158]",1,206,0.3887395949400275,0.265219649122807,0.009873894736842106,0.0003277184243298158,0.3887395949400275,1
207,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[3]/u,Books and Records,ssst,175,"[0.3887395949400275, 0.27742877192982457, 0.07509333333333333, 0.0003277184243298158]",2,207,0.3887395949400275,0.27742877192982457,0.07509333333333333,0.0003277184243298158,0.3887395949400275,2
208,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[3],.,ssst,175,"[0.3887395949400275, 0.27742877192982457, 0.07509333333333333, 0.0003277184243298158]",2,208,0.3887395949400275,0.27742877192982457,0.07509333333333333,0.0003277184243298158,0.3887395949400275,2
209,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[4],(t),sssn,176,"[0.38993030521509253, 0.265219649122807, 0.00883221052631579, 0.0003277184243298158]",1,209,0.38993030521509253,0.265219649122807,0.00883221052631579,0.0003277184243298158,0.38993030521509253,1
210,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[4]/u,Insurance,ssst,177,"[0.38993030521509253, 0.2763873684210526, 0.03870063157894737, 0.0003277184243298158]",2,210,0.38993030521509253,0.2763873684210526,0.03870063157894737,0.0003277184243298158,0.38993030521509253,2
211,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[4],.,ssst,177,"[0.38993030521509253, 0.2763873684210526, 0.03870063157894737, 0.0003277184243298158]",2,211,0.38993030521509253,0.2763873684210526,0.03870063157894737,0.0003277184243298158,0.38993030521509253,2
212,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[5],(u),sssn,178,"[0.391459657861965, 0.265219649122807, 0.010910105263157895, 0.0003277184243298158]",1,212,0.391459657861965,0.265219649122807,0.010910105263157895,0.0003277184243298158,0.391459657861965,1
213,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[5]/u,Opinion of Financial Advisor,ssst,179,"[0.391459657861965, 0.2784701754385965, 0.1139859649122807, 0.0003277184243298158]",2,213,0.391459657861965,0.2784701754385965,0.1139859649122807,0.0003277184243298158,0.391459657861965,2
214,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[5],.,ssst,179,"[0.391459657861965, 0.2784701754385965, 0.1139859649122807, 0.0003277184243298158]",2,214,0.391459657861965,0.2784701754385965,0.1139859649122807,0.0003277184243298158,0.391459657861965,2
215,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[7],30,n,180,"[0.39307640208865874, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,215,0.39307640208865874,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.39307640208865874,1
216,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[1],(v),sssn,181,"[0.3940049376242599, 0.265219649122807, 0.013251087719298246, 0.0003277184243298158]",1,216,0.3940049376242599,0.265219649122807,0.013251087719298246,0.0003277184243298158,0.3940049376242599,1
217,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[1]/u,Loan Matters,ssst,182,"[0.3940049376242599, 0.2784701754385965, 0.052478035087719296, 0.0003277184243298158]",2,217,0.3940049376242599,0.2784701754385965,0.052478035087719296,0.0003277184243298158,0.3940049376242599,2
218,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[1],.,ssst,182,"[0.3940049376242599, 0.2784701754385965, 0.052478035087719296, 0.0003277184243298158]",2,218,0.3940049376242599,0.2784701754385965,0.052478035087719296,0.0003277184243298158,0.3940049376242599,2
219,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6],(w),sssn,183,"[0.4016517008586223, 0.265219649122807, 0.012987929824561404, 0.0003277184243298158]",1,219,0.4016517008586223,0.265219649122807,0.012987929824561404,0.0003277184243298158,0.4016517008586223,1
220,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6]/u,Allowance for Loan and Lease Losses,ssst,184,"[0.4016517008586223, 0.2802905263157895, 0.14520842105263157, 0.0003277184243298158]",2,220,0.4016517008586223,0.2802905263157895,0.14520842105263157,0.0003277184243298158,0.4016517008586223,2
221,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6],.,ssst,184,"[0.4016517008586223, 0.2802905263157895, 0.14520842105263157, 0.0003277184243298158]",2,221,0.4016517008586223,0.2802905263157895,0.14520842105263157,0.0003277184243298158,0.4016517008586223,2
222,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[7],(x),sssn,185,"[0.4028424111336873, 0.265219649122807, 0.010910105263157895, 0.0003277184243298158]",1,222,0.4028424111336873,0.265219649122807,0.010910105263157895,0.0003277184243298158,0.4028424111336873,1
223,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[7]/u,Assets,ssst,186,"[0.4028424111336873, 0.2782070175438596, 0.024172140350877194, 0.0003277184243298158]",1,223,0.4028424111336873,0.2782070175438596,0.024172140350877194,0.0003277184243298158,0.4028424111336873,1
224,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[9],31,n,187,"[0.404459155360381, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,224,0.404459155360381,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.404459155360381,1
225,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[2],(y),sssn,188,"[0.40793297065827705, 0.265219649122807, 0.010910105263157895, 0.0003277184243298158]",1,225,0.40793297065827705,0.265219649122807,0.010910105263157895,0.0003277184243298158,0.40793297065827705,1
226,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[2]/u,Investment Securities,ssst,189,"[0.40793297065827705, 0.2784701754385965, 0.08313614035087719, 0.0003277184243298158]",2,226,0.40793297065827705,0.2784701754385965,0.08313614035087719,0.0003277184243298158,0.40793297065827705,2
227,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[2],.,ssst,189,"[0.40793297065827705, 0.2784701754385965, 0.08313614035087719, 0.0003277184243298158]",2,227,0.40793297065827705,0.2784701754385965,0.08313614035087719,0.0003277184243298158,0.40793297065827705,2
228,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[5],(z),sssn,190,"[0.4115051014834721, 0.265219649122807, 0.01272477192982456, 0.0003277184243298158]",1,228,0.4115051014834721,0.265219649122807,0.01272477192982456,0.0003277184243298158,0.4115051014834721,1
229,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[5]/u,Computer Systems and Technology,ssst,191,"[0.4115051014834721, 0.2779438596491228, 0.13472070175438597, 0.0003277184243298158]",2,229,0.4115051014834721,0.2779438596491228,0.13472070175438597,0.0003277184243298158,0.4115051014834721,2
230,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[5],.,ssst,191,"[0.4115051014834721, 0.2779438596491228, 0.13472070175438597, 0.0003277184243298158]",2,230,0.4115051014834721,0.2779438596491228,0.13472070175438597,0.0003277184243298158,0.4115051014834721,2
231,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[8],32,n,192,"[0.4166830525878832, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,231,0.4166830525878832,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.4166830525878832,1
232,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2],(aa),sssn,193,"[0.4204955102575867, 0.265219649122807, 0.01687501754385965, 0.0003277184243298158]",1,232,0.4204955102575867,0.265219649122807,0.01687501754385965,0.0003277184243298158,0.4204955102575867,1
233,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2]/u,Investment Advisory Services,ssst,194,"[0.4204955102575867, 0.2820940350877193, 0.11691859649122807, 0.0003277184243298158]",2,233,0.4204955102575867,0.2820940350877193,0.11691859649122807,0.0003277184243298158,0.4204955102575867,2
234,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2],.,ssst,194,"[0.4204955102575867, 0.2820940350877193, 0.11691859649122807, 0.0003277184243298158]",2,234,0.4204955102575867,0.2820940350877193,0.11691859649122807,0.0003277184243298158,0.4204955102575867,2
235,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[3]/b[1],6.04,ssn,195,"[0.4230407900198816, 0.23658456140350875, 0.01871164912280702, 0.0003277184243298158]",1,235,0.4230407900198816,0.23658456140350875,0.01871164912280702,0.0003277184243298158,0.4230407900198816,1
236,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[3]/b[2]/i,Representations and Warranties of United.,sst,196,"[0.4230407900198816, 0.2552961403508772, 0.16416140350877192, 0.0003277184243298158]",1,236,0.4230407900198816,0.2552961403508772,0.16416140350877192,0.0003277184243298158,0.4230407900198816,1
237,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[4],(a),sssn,197,"[0.42389285792313913, 0.265219649122807, 0.01272477192982456, 0.0003277184243298158]",1,237,0.42389285792313913,0.265219649122807,0.01272477192982456,0.0003277184243298158,0.42389285792313913,1
238,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[4]/u,Organization and Standing,ssst,198,"[0.42389285792313913, 0.2779438596491228, 0.10010947368421053, 0.0003277184243298158]",1,238,0.42389285792313913,0.2779438596491228,0.10010947368421053,0.0003277184243298158,0.42389285792313913,1
239,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[5],(b),sssn,199,"[0.4250835681982041, 0.265219649122807, 0.013251087719298246, 0.0003277184243298158]",1,239,0.4250835681982041,0.265219649122807,0.013251087719298246,0.0003277184243298158,0.4250835681982041,1
240,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[5]/u,Capitalization,ssst,200,"[0.4250835681982041, 0.2784701754385965, 0.054813614035087714, 0.0003277184243298158]",2,240,0.4250835681982041,0.2784701754385965,0.054813614035087714,0.0003277184243298158,0.4250835681982041,2
241,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[5],.,ssst,200,"[0.4250835681982041, 0.2784701754385965, 0.054813614035087714, 0.0003277184243298158]",2,241,0.4250835681982041,0.2784701754385965,0.054813614035087714,0.0003277184243298158,0.4250835681982041,2
242,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[8],33,n,201,"[0.4272137379563479, 0.49531789473684207, 0.009358526315789473, 0.0003277184243298158]",1,242,0.4272137379563479,0.49531789473684207,0.009358526315789473,0.0003277184243298158,0.4272137379563479,1
243,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[3],(c),sssn,202,"[0.4315396211575015, 0.265219649122807, 0.01038378947368421, 0.0003277184243298158]",1,243,0.4315396211575015,0.265219649122807,0.01038378947368421,0.0003277184243298158,0.4315396211575015,1
244,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[3]/u,Subsidiaries,ssst,203,"[0.4315396211575015, 0.2779438596491228, 0.04807564912280702, 0.0003277184243298158]",2,244,0.4315396211575015,0.2779438596491228,0.04807564912280702,0.0003277184243298158,0.4315396211575015,2
245,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[3],.,ssst,203,"[0.4315396211575015, 0.2779438596491228, 0.04807564912280702, 0.0003277184243298158]",2,245,0.4315396211575015,0.2779438596491228,0.04807564912280702,0.0003277184243298158,0.4315396211575015,2
246,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[4],(d),sssn,204,"[0.4334076161761814, 0.265219649122807, 0.010910105263157895, 0.0003277184243298158]",1,246,0.4334076161761814,0.265219649122807,0.010910105263157895,0.0003277184243298158,0.4334076161761814,1
247,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[4]/u,Corporate Power,ssst,205,"[0.4334076161761814, 0.2784701754385965, 0.06781249122807018, 0.0003277184243298158]",2,247,0.4334076161761814,0.2784701754385965,0.06781249122807018,0.0003277184243298158,0.4334076161761814,2
248,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[4],.,ssst,205,"[0.4334076161761814, 0.2784701754385965, 0.06781249122807018, 0.0003277184243298158]",2,248,0.4334076161761814,0.2784701754385965,0.06781249122807018,0.0003277184243298158,0.4334076161761814,2
249,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[5],(e),sssn,206,"[0.4345983264512464, 0.265219649122807, 0.01038378947368421, 0.0003277184243298158]",1,249,0.4345983264512464,0.265219649122807,0.01038378947368421,0.0003277184243298158,0.4345983264512464,1
250,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[5]/u,Corporate Authority,ssst,207,"[0.4345983264512464, 0.2779438596491228, 0.07530175438596491, 0.0003277184243298158]",1,250,0.4345983264512464,0.2779438596491228,0.07530175438596491,0.0003277184243298158,0.4345983264512464,1
251,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[6],(f),sssn,208,"[0.43646632146992637, 0.265219649122807, 0.00934757894736842, 0.0003277184243298158]",1,251,0.43646632146992637,0.265219649122807,0.00934757894736842,0.0003277184243298158,0.43646632146992637,1
252,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[6]/u,Consents and Approvals; No Defaults,ssst,209,"[0.43646632146992637, 0.2769080701754386, 0.1436842105263158, 0.0003277184243298158]",2,252,0.43646632146992637,0.2769080701754386,0.1436842105263158,0.0003277184243298158,0.43646632146992637,2
