,xpaths,text,all_nodes_ordering
516,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[10],“,516
517,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[10]/i[1],Pension Plan,517
518,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[10],”,518
519,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[10],has the meaning set forth in Section 6.03(m)(ii).,519
520,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[11],“,520
521,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[11]/i,Permitted Liens,521
522,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[11],” has the meaning set forth in Section 6.03(x).,522
523,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[12],“,523
524,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[12]/i[1],Person,524
525,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[12],”,525
526,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[12],"means any individual, bank, corporation, limited liability company, partnership, association, joint-stock
company, business or other trust or unincorporated organization.",526
527,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[13],“,527
528,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[13]/i,Plan of Merger,528
529,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[13],"” means the Plan of Merger in the form
hereof attached as",529
530,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[13]/u,Exhibit A,530
531,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[13],.,531
532,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[14],“,532
533,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[14]/i[1],Previously Disclosed,533
534,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[14],”,534
535,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[14],"by a party shall mean information set forth in its
Disclosure Schedule or in its SEC Documents.",535
536,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[15],“,536
537,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[15]/i[1],Proxy Statement,537
538,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[15],”,538
539,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[15],has the meaning set forth in Section 7.03(a).,539
540,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[16],“,540
541,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[16]/i[1],Registration Statement,541
542,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[16],”,542
543,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[16],has the meaning set forth in Section 7.03(a).,543
544,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[18],6,544
545,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],“,545
546,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/i[1],Regulatory Authority,546
547,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],” and “,547
548,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/i[2],Regulatory Authorities,548
549,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],”,549
550,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],each,550
551,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],has the meaning set forth in Section 6.03(i)(i).,551
552,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],“,552
553,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/i[1],Regulatory Communication,553
554,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],”,554
555,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],"has the meaning
set forth in Section 7.08(a).",555
556,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3],“,556
557,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3]/i,Replacement Option,557
558,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3],” has the meaning set forth in Section 4.06(a).,558
559,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[4],“,559
560,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[4]/i[1],Rights,560
561,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[4],”,561
562,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[4],"means, with respect to any Person, securities, agreements, plans (including any employee stock purchase
plans, dividend reinvestment plans or other equity plans) or obligations convertible into or exercisable or exchangeable for, or giving any Person any right to subscribe for or acquire, or any options, calls or commitments relating to, or any stock
appreciation right or other instrument the value of which is determined in whole or in part by reference to the market price or value of, shares of capital stock of such Person.",562
563,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[5],“,563
564,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[5]/i[1],SEC,564
565,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[5],”,565
566,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[5],means the Securities and Exchange Commission.,566
567,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6],“,567
568,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6]/i,SEC Documents,568
569,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6],"” means any registration statement, prospectus, report, schedule and definitive proxy statement and other
documents filed with or furnished to the SEC by United or CBTC or any of their Subsidiaries pursuant to the Securities Act or Exchange Act.",569
570,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[7],“,570
571,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[7]/i[1],Securities Act,571
572,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[7],”,572
573,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[7],"means the Securities Act of 1933, as amended, and the rules and regulations thereunder.",573
574,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[8],“,574
575,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[8]/i,SERP,575
576,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[8],” has the meaning set forth in Section 6.03(m)(xi).,576
577,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[9],“,577
578,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[9]/i,Starting Date,578
579,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[9],” has the meaning set forth in Section 9.01(i)(ii).,579
580,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[10],“,580
581,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[10]/i,Starting Price,581
582,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[10],” has the meaning set forth in Section 9.01(i)(ii).,582
583,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11],“,583
584,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11]/i[1],Subsidiary,584
585,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11],” and “,585
586,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11]/i[2],Significant Subsidiary,586
587,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11],"”, including the plural versions of such terms,",587
588,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11],"have the
meanings ascribed to them in Rule",588
589,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11]/font[1],1-02(x),589
590,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11],and Rule,590
591,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11]/font[2],"1-02(w),",591
592,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11],"respectively, of Regulation",592
593,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11]/font[3],S-X,593
594,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[11],of the SEC.,594
595,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[12],“,595
596,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[12]/i,Superior Proposal,596
597,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[12],” has the meaning set forth in Section 9.01(h).,597
598,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[13],“,598
599,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[13]/i[1],Surviving Entity,599
600,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[13],”,600
601,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[13],has the meaning set forth in Section 2.01(a).,601
602,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[14],“,602
603,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[14]/i[1],Takeover Laws,603
604,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[14],”,604
605,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[14],has the meaning set forth in Section 6.03(o).,605
606,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[15],“,606
607,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[15]/i[1],Tax,607
608,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[15],”,608
609,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[15],and “,609
610,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[15]/i[3],Taxes,610
611,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[15],”,611
612,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[15],"means all federal, state, local or foreign taxes, charges, fees, levies or
other assessments, however denominated, including, without limitation, all net income, gross income, gains, gross receipts, sales, use, ad valorem, goods and services, capital, production, transfer, franchise, windfall profits, license, withholding,
payroll, employment, disability, employer health, excise, estimated, severance, stamp, occupation, property, environmental, unemployment or other taxes, custom duties, fees, assessments or charges of any kind whatsoever, together with any interest
and any penalties, additions to tax or additional amounts imposed by any Governmental Authority.",612
613,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[17],7,613
614,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1],“,614
615,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1]/i[1],Tax Returns,615
616,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1],”,616
617,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1],"means any return, amended return or other report
(including elections, declarations, disclosures, schedules, estimates and information returns) required to be filed with respect to any Tax.",617
618,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],“,618
619,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2]/i[1],United,619
620,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],”,620
621,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],has the meaning set forth in the preamble to this Agreement.,621
622,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[3],“,622
623,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[3]/i,United Articles,623
624,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[3],"” means the Articles of Incorporation, as amended, of United.",624
625,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4],“,625
626,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4]/i,United Bank,626
627,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4],"” means United Bank, a commercial bank chartered under the laws of the Commonwealth of Virginia.",627
628,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5],“,628
629,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5]/i[1],United Board,629
630,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5],”,630
631,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5],means the Board of Directors of United.,631
632,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],“,632
633,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/i[1],United Book-Entry Shares,633
634,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],”,634
635,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],has the meaning set forth in Section 4.04(a).,635
636,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[7],“,636
637,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[7]/i,United Bylaws,637
638,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[7],"” means the Bylaws of United, as amended.",638
639,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[8],“,639
640,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[8]/i[1],United Common Stock,640
641,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[8],”,641
642,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[8],"means the common stock, par value $2.50 per share, of United.",642
643,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[9],“,643
644,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[9]/i[1],United Compensation and Benefit Plans,644
645,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[9],”,645
646,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[9],has the meaning set forth in Section 6.04(l)(i).,646
647,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[10],“,647
648,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[10]/i,United ERISA Affiliate,648
649,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[10],” has the meaning set forth in Section 6.04(l)(ii).,649
650,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[11],“,650
651,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[11]/i,United ERISA Affiliate Plan,651
652,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[11],” has the meaning set forth in Section 6.04(l)(ii).,652
653,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[12],“,653
654,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[12]/i,United Pension Plan,654
655,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[12],” has the meaning set forth in Section 6.04(l)(i).,655
656,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[13],“,656
657,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[13]/i,United Preferred Stock,657
658,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[13],” has the meaning set forth in Section 6.04(b)(i).,658
659,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[14],“,659
660,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[14]/i,United Ratio,660
661,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[14],” has the meaning set forth in Section 9.01(i)(i)(B).,661
662,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[15],“,662
663,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[15]/i[1],United’s SEC Documents,663
664,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[15],”,664
665,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[15],has the meaning set forth in Section 6.04(g)(i).,665
666,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[16],“,666
667,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[16]/i,United Systems,667
668,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[16],” has the meaning set forth in Section 6.04(s)(i).,668
669,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[17],“,669
670,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[17]/i,VBFI,670
671,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[17],” means the Virginia Bureau of Financial Institutions.,671
672,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[18],“,672
673,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[18]/i,VSCA,673
674,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[18],"” means the Virginia Stock Corporation Act, as amended.",674
675,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[19],“,675
676,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[19]/i[1],VSCC,676
677,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[19],”,677
678,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[19],means the State Corporation Commission of the Commonwealth of Virginia.,678
679,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[21],8,679
680,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],“,680
681,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/i,WVBCA,681
682,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],"” means the West Virginia Business Corporation Act, as amended.",682
683,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[2],“,683
684,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[2]/i,WVSOS,684
685,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[2],” means the Secretary of State of the State of West Virginia.,685
686,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[3]/b,ARTICLE II,686
687,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[4]/b,The Merger,687
688,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[5]/b[1],2.01,688
689,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[5]/b[2]/i,The Merger.,689
690,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6],"(a) Subject to the terms and conditions hereinafter set forth, including the Plan of Merger substantially in the form attached as",690
691,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6]/u[1],"Exhibit
A",691
692,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6],", at the Effective Time, CBTC shall merge with and into United (the “",692
693,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6]/i[1],Merger,693
694,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6],"”), the separate corporate existence of CBTC shall cease and United shall survive and continue to exist as a West Virginia corporation (United, as the
surviving entity in the Merger, sometimes being referred to herein as the “",694
695,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6]/i[2],Surviving Entity,695
696,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6],"”). United may at any time prior to the Effective Time change the method of effecting the combination with CBTC (including, without
limitation, the provisions of this Article II) if and to the extent it deems such change to be necessary, appropriate or desirable;",696
697,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6]/u[2],provided,697
698,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6],"that no such change shall (i) alter or change the amount or kind of Merger Consideration,
(ii) adversely affect the",698
699,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6]/font,tax-free,699
700,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6],"treatment of the Merger to CBTC’s shareholders as a result of receiving the Merger Consideration or (iii) materially impede or delay consummation of the
transactions contemplated by this Agreement; and",700
701,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6]/u[3],provided,701
702,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6],",",702
703,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6]/u[4],further,703
704,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[6],", that United shall provide CBTC with seven (7) days prior written notice of such change and the reasons therefor.",704
705,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],"(b) Subject to the satisfaction or waiver of the conditions set forth in Article VIII, the Merger shall become effective upon (i) the
filing with the VSCC and the WVSOS of articles of merger in accordance with",705
706,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/font[1],Section 13.1-720,706
707,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],of the VSCA and,707
708,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7]/font[2]/font,Section 31D-11-1106,708
709,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[7],"of the WVBCA, and the issuance by each of the VSCC and the WVSOS of a certificate of merger relating to the Merger or (ii) effective upon
such later date and time as may be set forth in such articles of merger. The Merger shall have the effects prescribed in the VSCA and the WVBCA.",709
710,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[8],"(c) The United Articles and the United Bylaws, each as in effect immediately prior to the Effective Time, shall be the articles of
incorporation and the bylaws of the Surviving Entity until thereafter amended in accordance with applicable law.",710
711,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[9]/b[1],2.02,711
712,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[9]/b[2]/i,Effective Date and Effective Time.,712
713,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[9],"Provided that the conditions set forth in Article VIII shall have been satisfied or waived in accordance with the terms of this Agreement, other than those conditions that by their nature
are to be satisfied at the closing of the Merger, the parties shall cause the effective date of the Merger (the “Effective Date”) to occur on the date immediately prior to the conversion of the data processing systems of Essex Bank with
the data processing systems of United Bank; provided, that if such date shall not have occurred by December 6, 2021, then the parties shall cause the Effective Date of the Merger to occur on the sooner of (i) five business days thereafter if all of
the conditions set forth in Article VIII have been satisfied or waived as of such date or (ii) five business days following the satisfaction or waiver of the conditions set forth in Article VIII, unless another date is agreed to by CBTC and United
in writing. The consummation of the Merger may be effected by electronic or other transmission of signature pages, as mutually agreed upon. The time on the Effective Date when the Merger shall become effective is referred to as the
“",713
714,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[9]/i[2],Effective Time,714
715,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[9],.”,715
716,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[11],9,716
717,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/b[1],2.03,717
718,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/b[2]/i,Tax Consequences,718
719,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1]/b[3],.,719
720,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[1],"It is intended that the Merger shall
constitute a “reorganization” within the meaning of Section 368(a) of the Code, and that this Agreement shall constitute a “plan of reorganization” for purposes of Sections 354 and 361 of the Code.",720
721,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[2]/b,ARTICLE III,721
722,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[3]/b,"The Bank
Merger",722
723,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[4]/b[1],3.01,723
724,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[4]/b[2]/i,The Bank Merger.,724
725,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5],"(a) After the Effective Time, Essex Bank, the wholly owned subsidiary of CBTC, shall merge with and into United Bank, a wholly owned subsidiary
of United (the “",725
726,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5]/i,Bank Merger,726
727,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5],"”), pursuant to the terms and conditions of the Bank Merger Agreement including the plan of merger substantially in the form attached as",727
728,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5]/u[1],Exhibit C,728
729,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5],", the separate existence of Essex Bank shall cease
and United Bank shall survive and continue to exist as a banking corporation chartered under the laws of the Commonwealth of Virginia. United may at any time prior to the Effective Time, change the method of effecting the combination with Essex Bank
(including, without limitation, the provisions of this Article III) if and to the extent it deems such changes necessary, appropriate or desirable;",729
730,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5]/u[2],provided,730
731,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5],",",731
732,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5]/u[3],however,732
733,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5],", that no such change shall (i) alter or change the amount or
kind of Merger Consideration, (ii) adversely affect the ability of the Merger to qualify as a “reorganization” within the meaning of Section 368(a) of the Code to CBTC’s shareholders as a result of receiving the Merger
Consideration or (iii) materially impede or delay consummation of the transactions contemplated by this Agreement; and",733
734,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5]/u[4],provided,734
735,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5],",",735
736,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5]/u[5],further,736
737,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5],", that United shall provide CBTC with seven (7) days prior written notice of such change
and the reasons therefor.",737
738,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[6],"(b) Subject to the satisfaction or waiver of the conditions set forth in Article VIII, the Bank Merger shall
become effective upon the filing with the VSCC articles of merger in accordance with",738
739,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[6]/font,Section 13.1-720,739
740,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[6],"of the VSCA, and the issuance by the VSCC of a certificate of merger relating to the Bank Merger, or
such later date and time as may be set forth in such articles of merger. The Bank Merger shall have the effects prescribed in the VSCA.",740
741,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[7]/b[1],3.02,741
742,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[7]/b[2]/i,Effective Date and Effective Time,742
743,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[7]/b[3],.,743
744,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[7],"Subject to the satisfaction or waiver of the conditions set forth in
Article VIII, it being agreed that any required consents, approvals, and authorizations from any Governmental Authorities to effect the Bank Merger shall not be a condition to the consummation of the Merger, the parties shall use reasonable efforts
to cause the effective date of the Bank Merger (the “",744
745,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[7]/i,Bank Merger Effective Date,745
746,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[7],”) to occur as soon as reasonably practicable after the Effective Date or such later date to which the parties may agree in writing.,746
747,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[9],10,747
748,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[1]/b,ARTICLE IV,748
749,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[2]/b,Consideration; Exchange Procedures,749
750,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3]/b[1],4.01,750
751,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3]/b[2]/i,Merger Consideration,751
752,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3]/b[3],.,752
753,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3],"Subject to the provisions of this Agreement, at the Effective Time, automatically by
virtue of the Merger and without any action on the part of any Person:",753
754,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4],(a),754
755,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4]/u,Merger Consideration,755
756,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4],". Each issued and outstanding share
of CBTC Common Stock (other than shares of CBTC Common Stock held by United and its Subsidiaries, in each case except for shares held by them in a fiduciary capacity or as a result of debts previously contracted) shall be converted into the right to
receive, subject to the limitations set forth in this Agreement, 0.3173 shares (“",756
757,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4]/i[1],Exchange Ratio,757
758,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4],”) of United Common Stock (the “,758
759,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4]/i[2],Merger Consideration,759
760,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[4],”).,760
761,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[5],(b),761
762,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[5]/u,Outstanding United Stock,762
763,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[5],". Each share of United Common Stock issued and outstanding immediately prior to the Effective Time shall
remain issued and outstanding and unaffected by the Merger.",763
764,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[6]/b[1],4.02,764
765,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[6]/b[2]/i,Rights as Shareholders; Stock Transfers.,765
766,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[6],"At the
Effective Time, holders of CBTC Common Stock shall cease to be, and shall have no rights as, shareholders of CBTC, other than to receive the Merger Consideration (if so provided in Section 4.01(a)) and any dividend or other distribution with
respect to such CBTC Common Stock with a record date occurring prior to the Effective Time, and the consideration provided under this Article IV. After the Effective Time, there shall be no transfers on the stock transfer books of CBTC or the
Surviving Entity of shares of CBTC Common Stock.",766
767,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[7]/b[1],4.03,767
768,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[7]/b[2]/i,Fractional Shares.,768
