,xpaths,text,all_nodes_ordering
380,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],through,380
381,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6]/u[3],(v),381
382,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],", the “",382
383,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6]/u[4],Company Board Recommendation,383
384,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],"”), in each case, on the terms and subject to
the conditions of this Agreement.",384
385,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7],D. The Parent’s management board (,385
386,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7]/i,Vorstand,386
387,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7],) (the “,387
388,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7]/u,"Parent Management
Board",388
389,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7],"”) has (i) determined that this Agreement and the Transactions, including the Offer and the Merger are fair to, and in the best interest of, Parent and its shareholders; (ii) declared it advisable to enter into this Agreement
and (iii) approved by formal resolution the execution, delivery and performance by Parent of this Agreement and the consummation of the Transactions, including the Offer and the Merger.",389
390,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9],1,390
391,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1],E. The Parent’s supervisory board (,391
392,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1]/i,Aufsichtsrat,392
393,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1],) (the “,393
394,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1]/u,"Parent
Supervisory Board",394
395,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1],"”) has by formal resolution approved the execution, delivery and performance by Parent of this Agreement and the consummation of the Transactions, including the Offer and the Merger.",395
396,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[2],"F. The board of directors of Purchaser has approved this Agreement and the Transactions, including the Offer and the Merger, resolved that the
Merger shall be effected under Section 251(h) of the DGCL and declared it advisable for Purchaser, to enter into this Agreement and to effect the Transactions on the terms and subject to the conditions of this Agreement, and MorphoSys US Inc.,
a Delaware corporation and direct wholly owned subsidiary of Parent, in its capacity as the sole stockholder of Purchaser, will approve and adopt this Agreement by written consent immediately following its execution.",396
397,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[3],"G. Parent, Purchaser and the Company acknowledge and agree that the Merger shall be effected pursuant to Section 251(h) of the DGCL and
shall, subject to the satisfaction or valid waiver of the conditions set forth in this Agreement, be consummated as soon as practicable following the consummation of the Offer.",397
398,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[4]/b/u,AGREEMENT,398
399,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[5],"NOW,
THEREFORE, in consideration of the foregoing and the representations, warranties, covenants and agreements contained in this Agreement, and for other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, the
Parties to this Agreement, intending to be legally bound, agree as follows:",399
400,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[6],SECTION 1.,400
401,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[6]/u,THE OFFER,401
402,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[7],1.1,402
403,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[7]/u,The Offer,403
404,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[7],.,404
405,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],(a),405
406,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[1],Commencement of the Offer,406
407,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],. Provided that this Agreement shall not have been terminated in accordance with,407
408,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[2],Section,408
409,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[4],8,409
410,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],", promptly after the date of this Agreement but in no event more than ten (10) business days
after the date of this Agreement (subject to the Company having timely provided any information required to be provided by it pursuant to",410
411,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[5],Sections 1.1(e),411
412,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],and,412
413,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[6],1.2(b),413
414,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],"), Purchaser shall (and Parent shall cause Purchaser to) commence
(within the meaning of Rule",414
415,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/font,14d-2,415
416,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],under the Exchange Act) the Offer to purchase all of the outstanding Shares (other than Shares to be cancelled pursuant to,416
417,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[7],Sections 2.5(a)(i),417
418,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],and,418
419,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[8],2.5(a)(ii),419
420,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],"(collectively, the “",420
421,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[9],Excluded Shares,421
422,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],"”), at a price per Share equal to the Offer Price, net to the seller in cash, without interest, and subject to any withholding of Taxes in accordance with",422
423,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[10],Section,423
424,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8]/u[12],2.6(e),424
425,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],.,425
426,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],(b),426
427,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9]/u[1],Terms and Conditions of the Offer,427
428,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],". The obligations of Purchaser to, and of Parent to cause Purchaser to, accept for payment,
and pay for, any Shares validly tendered pursuant to the Offer are subject only to the terms and conditions set forth in this Agreement, including the satisfaction of the Minimum Condition, the Termination Condition and the other conditions set
forth in",428
429,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9]/u[2],Annex I,429
430,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],"(collectively, the “",430
431,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9]/u[3],Offer Conditions,431
432,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],”). The Offer shall be made by means of an offer to purchase (the “,432
433,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9]/u[4],Offer to Purchase,433
434,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],"”) that contains the terms set forth in this Agreement, the Minimum
Condition, the Termination Condition and the other Offer Conditions. Purchaser expressly reserves the right to (i) increase the Offer Price, (ii) waive any Offer Condition and (iii) make any other changes in the terms and conditions
of the Offer not inconsistent with the terms of this Agreement;",434
435,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9]/u[5],provided,435
436,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],",",436
437,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9]/u[6],however,437
438,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],", that notwithstanding anything to the contrary contained in this",438
439,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[11],2,439
440,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],"Agreement, without the prior written consent of the Company, Parent and Purchaser shall not (A) decrease the Offer Price, (B) change the form of consideration payable in the Offer,
(C) decrease the maximum number of Shares sought to be purchased in the Offer, (D) impose conditions to the Offer in addition to the Offer Conditions, (E) amend, modify or waive the Minimum Condition, Termination Condition or the
conditions set forth in clauses",440
441,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/u[1],(d),441
442,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],or,442
443,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/u[2],(f),443
444,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],of,444
445,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/u[3],Annex I,445
446,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],", (F) otherwise amend or modify any of the other terms of the Offer in a manner that adversely affects, or would reasonably be expected to adversely affect, any
holder of Shares in its capacity as such, or that would or would reasonably be expected to, individually or in the aggregate, materially impair, prevent or materially delay Parent’s or Purchaser’s ability to consummate the Transactions in
a timely manner, (G) terminate the Offer or accelerate, extend or otherwise change the Expiration Date, in each case, except as provided in",446
447,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/u[4],Sections 1.1(c),447
448,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],or,448
449,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/u[5],1.1(d),449
450,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],"or (H) provide any “subsequent offering period”
(or any extension thereof) within the meaning of Rule",450
451,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/font,14d-11,451
452,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],"promulgated under the Exchange Act. The Offer may not be withdrawn prior to the Expiration Date of the Offer, unless this Agreement is terminated in
accordance with",452
453,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/u[6],Section,453
454,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/u[8],8,454
455,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1],.,455
456,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],(c),456
457,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[1],Expiration and Extension of the Offer,457
458,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],". The Offer shall initially be
scheduled to expire at one minute after 11:59 p.m. New York City time on the date that is twenty (20) business days (determined as set forth in Rule",458
459,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/font[1],14d-1(g)(3),459
460,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],and Rule,460
461,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/font[2],14e-1(a),461
462,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],under the Exchange Act) from the Offer Commencement Date (unless otherwise agreed to in writing by Parent and the Company) (the “,462
463,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[2],Initial Expiration Date,463
464,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],"”, and such date or such
subsequent date to which the Initial Expiration Date of the Offer is extended in accordance with the terms of this Agreement, the “",464
465,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[3],Expiration Date,465
466,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],"”). Notwithstanding anything to the contrary contained in this Agreement, but subject
to the Parties’ respective termination rights under",466
467,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[4],Section,467
468,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[6],8,468
469,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],": (i) if, as of the then-scheduled Expiration Date, any Offer Condition is not satisfied and has not been waived by Purchaser or Parent, to the extent
waivable by Purchaser or Parent, Purchaser may, in its discretion (and without the consent of the Company or any other Person), extend the Offer on one or more occasions, for an additional period of up to ten (10) business days per extension,
to permit such Offer Condition to be satisfied; (ii) Purchaser shall, and Parent shall cause Purchaser to, extend the Offer from time to time for: (A) any period required by any Legal Requirement, any interpretation or position of the SEC,
the staff thereof or NASDAQ applicable to the Offer; and (B) periods of up to ten (10) business days per extension, until any waiting period (and any extension thereof) applicable to the consummation of the Offer under the HSR Act shall
have expired or been terminated; and (iii) if, as of the then-scheduled Expiration Date, any Offer Condition is not satisfied and has not been waived, at the request of the Company, Purchaser shall, and Parent shall cause Purchaser to, extend
the Offer on one or more occasions for an additional period of up to ten (10) business days per extension, to permit such Offer Condition to be satisfied; provided, however, that in no event shall Purchaser: (1) be required to extend the
Offer beyond the earlier to occur of (x) the valid termination of this Agreement in compliance with",469
470,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[7],Section,470
471,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[9],8,471
472,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],"and (y) the End Date (such earlier occurrence, the “",472
473,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[10],Extension Deadline,473
474,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],"”); or
(2) be permitted to extend the Offer beyond the Extension Deadline without the prior written consent of the Company. Purchaser shall not terminate or withdraw the Offer, or permit the Offer to expire, prior to the Expiration Date or the earlier
valid termination of this Agreement in compliance with",474
475,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[11],Section,475
476,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2]/u[13],8,476
477,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[2],without the prior written consent of the Company.,477
478,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[5],3,478
479,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],(d),479
480,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/u[1],Termination of Offer,480
481,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],. Nothing in this,481
482,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/u[2],Section,482
483,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/u[4],1.1,483
484,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],"shall
be deemed to impair, limit or otherwise restrict in any manner the right of the Company, Parent or Purchaser to terminate this Agreement pursuant to",484
485,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/u[5],Section,485
486,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/u[7],8,486
487,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],". In the event that this Agreement is validly terminated pursuant
to",487
488,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/u[8],Section,488
489,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/u[10],8,489
490,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],", Purchaser shall (and Parent shall cause Purchaser to) immediately, irrevocably and unconditionally terminate the Offer and shall not acquire any Shares pursuant to the Offer. If the Offer is terminated by
Purchaser in accordance with the terms of this Agreement, Purchaser shall promptly return, and shall cause any depository acting on behalf of Purchaser to return, in accordance with applicable Legal Requirements, all tendered Shares to the
registered holders thereof.",490
491,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],(e),491
492,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[1],Offer Documents,492
493,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],". Promptly on the Offer Commencement Date, Parent and Purchaser shall (i) file
with the SEC a tender offer statement on Schedule TO with respect to the Offer (together with any exhibits, amendments or supplements thereto, including the Offer to Purchase and form of the related letter of transmittal, the “",493
494,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[2],"Offer
Documents",494
495,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],"”) that will contain or incorporate by reference the Offer to Purchase and form of the related letter of transmittal and (ii) cause the Offer to Purchase and related documents to be disseminated to holders of Shares as and to
the extent required by applicable Legal Requirements. Parent and Purchaser agree that they shall cause the Offer Documents filed by either Parent or Purchaser with the SEC (x) to comply in all material respects with the Exchange Act and other
applicable Legal Requirements and (y) to not contain any untrue statement of a material fact or omit to state any material fact required to be stated therein or necessary in order to make the statements therein, in light of the circumstances
under which they were made, not misleading;",495
496,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[3],provided,496
497,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],",",497
498,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[4],however,498
499,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],", that no covenant is made by Parent or Purchaser with respect to information supplied by or on behalf of the Company for inclusion or incorporation by reference in the Offer
Documents. Each of Parent, Purchaser and the Company agrees to respond promptly to any comments of the SEC or its staff and to promptly correct any information provided by it for use in the Offer Documents if and to the extent that such information
shall have become false or misleading in any material respect, and Parent and Purchaser further agree to take all steps necessary to promptly cause the Offer Documents as so corrected to be filed with the SEC and to be disseminated to holders of
Shares, in each case as and to the extent required by applicable Legal Requirements. Subject to",499
500,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[5],Section,500
501,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[7],6.1(b),501
502,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],", the Company consents to the inclusion of the Company Board Recommendation in the Offer Documents. The Company
shall promptly furnish or otherwise make available to Parent and Purchaser or Parent’s legal counsel all information concerning the Company and the Company’s stockholders that may be required by the Exchange Act to be set forth in the
Offer Documents or as reasonably requested in order to comply with the actions contemplated by this",502
503,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[8],Section,503
504,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[10],1.1(e),504
505,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],". The Company and its counsel shall be given reasonable opportunity to review and comment on the Offer
Documents (including any response to any comments (including oral comments) of the SEC or its staff with respect thereto) prior to the filing thereof with the SEC, and Parent and Purchaser shall give reasonable and good faith consideration to any
such comments made by the Company or its counsel. Parent and Purchaser agree to provide the Company and its counsel with any comments (including oral comments) Parent, Purchaser or their counsel may receive from the SEC or its staff with respect to
the Offer Documents promptly after receipt of those comments (including oral comments). Each of Parent and Purchaser shall respond promptly to any comments (including oral comments) of the SEC or its staff with respect to the Offer Documents or the
Offer.",505
506,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3],(f),506
507,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3]/u[1],Funds,507
508,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3],. Without limiting the generality of,508
509,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3]/u[2],Section,509
510,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3]/u[4],6.11,510
511,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3],", Parent shall cause to be provided to
Purchaser, on a timely basis (and in any event prior to the expiration time of the Offer on the Expiration Date), all of the funds necessary to purchase all Shares that Purchaser becomes obligated to purchase pursuant to the Offer, and shall cause
Purchaser to perform, on a timely basis, all of Purchaser’s obligations under this Agreement. Parent and Purchaser shall, and each of Parent and Purchaser shall ensure that all of their respective Affiliates shall, tender any Shares held by
them into the Offer.",511
512,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[6],4,512
513,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1],(g),513
514,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1]/u,Adjustments,514
515,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[1],". If, between the date of this Agreement and the Offer Acceptance
Time, the outstanding Shares are changed into a different number or class of shares by reason of any stock split, division or subdivision of shares, stock dividend, reverse stock split, consolidation of shares, reclassification, recapitalization or
other similar transaction, then the Offer Price shall be appropriately adjusted.",515
516,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],(h),516
517,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2]/u[1],Acceptance,517
518,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],". Subject only to the satisfaction
or, to the extent waivable by Purchaser or Parent, waiver by Purchaser or Parent of each of the Offer Conditions, Purchaser shall (and Parent shall cause Purchaser to) (i) promptly after (and in any event prior to 9.30 a.m. Eastern Time on the
Business Day following) the Expiration Date, irrevocably accept for payment all Shares tendered (and not validly withdrawn) pursuant to the Offer (the time of such acceptance, the “",518
519,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2]/u[2],Offer Acceptance Time,519
520,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],"”) and (ii) promptly
after (and in any event no later than the second (2",520
521,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2]/sup,nd,521
522,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],") business day after) the Offer Acceptance Time, pay for such Shares.",522
523,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[3],(i),523
524,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[3]/u,Notification of Offer Status,524
525,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[3],". Parent shall use its reasonable best efforts to keep the Company reasonably informed on a reasonably
current basis of the status of the Offer, including with respect to the number of Shares that have been validly tendered and not validly withdrawn in accordance with the terms of the Offer, and with respect to any material developments with respect
thereto and, upon the Company’s written request, use its reasonable best efforts to provide the Company as soon as practicable with the most recent report then available from the Depository Agent detailing the number of Shares that have been
validly tendered and not validly withdrawn in accordance with the terms of the Offer.",525
526,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4],(j),526
527,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4]/u[1],Transfer Taxes,527
528,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4],". If the payment of the
Offer Price is to be made to a Person other than the Person in whose name the tendered Shares are registered on the stock transfer books of the Company, it shall be a condition of payment that the Person requesting such payment shall have paid all
transfer and other similar Taxes required by reason of the payment of the Offer Price to a Person other than the registered holder of the Shares tendered, or shall have established to the satisfaction of Parent and the Purchaser that such Taxes
either have been paid or are not applicable. None of Parent, Purchaser and the Surviving Corporation shall have any liability for the transfer and other similar Taxes described in this",528
529,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4]/u[2],Section,529
530,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4]/u[4],1.1(i),530
531,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4],under any circumstance.,531
532,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5],1.2,532
533,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5]/u,Company Actions,533
534,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5],.,534
535,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],(a),535
536,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/u[1],Schedule,536
537,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/u[1]/font,14D-9,537
538,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],". Promptly on the Offer Commencement Date, following the filing of the Offer
Documents, the Company shall (i) file with the SEC a Tender Offer Solicitation/Recommendation Statement on Schedule",538
539,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/font[1],14D-9,539
540,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],"(together with any exhibits, amendments or supplements thereto, the
“",540
541,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/u[2],Schedule,541
542,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/u[2]/font,14D-9,542
543,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],"”) that, subject to",543
544,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/u[3],Section,544
545,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/u[5],6.1(b),545
546,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],", shall reflect the Company Board Recommendation and include the notice and other information required by
Section 262(d)(2) of the DGCL and (ii) cause the Schedule",546
547,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/font[2],14D-9,547
548,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],"and related documents to be disseminated to holders of Shares as and to the extent required by applicable Legal Requirements, including
by setting the Stockholder List Date as the record date for purposes of receiving the notice required by Section 262(d)(2) of the DGCL. The Company agrees that it shall cause the Schedule",548
549,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/font[3],14D-9,549
550,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],"(x) to
comply in all material respects with the Exchange Act and",550
551,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[8],5,551
552,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],"other applicable Legal Requirements and (y) to not contain any untrue statement of a material fact or omit to state any material fact required to be stated therein or necessary in order to
make the statements therein, in light of the circumstances under which they were made, not misleading;",552
553,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[1],provided,553
554,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],",",554
555,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[2],however,555
556,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],", that no covenant is made by the Company with respect to information supplied by or on behalf of Parent or
Purchaser for inclusion or incorporation by reference in the Schedule",556
557,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/font[1],14D-9.,557
558,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],"Each of Parent, Purchaser and the Company agrees to respond promptly to any comments of the SEC or its staff and to promptly correct
any information provided by it for use in the Schedule",558
559,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/font[2],14D-9,559
560,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],"if and to the extent that such information shall have become false or misleading in any material respect, and the Company further agrees to take all
steps necessary to promptly cause the Schedule",560
561,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/font[3],14D-9,561
562,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],"as so corrected to be filed with the SEC and to be disseminated to holders of Shares, in each case as and to the extent required by applicable Legal
Requirements. Parent and Purchaser shall promptly furnish or otherwise make available to the Company or the Company’s legal counsel all information concerning Parent or Purchaser that may be required by the Exchange Act to be set forth in the
Schedule",562
563,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/font[4],14D-9,563
564,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],or as reasonably requested in order to comply with the actions contemplated by this,564
565,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[3],Section,565
566,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[5],1.2(a),566
567,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],". Except with respect to any filing in connection with or following a
Company Adverse Recommendation Change or in connection with any disclosures made in compliance with",567
568,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[6],Section,568
569,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[8],5.3,569
570,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],or,570
571,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[9],Section,571
572,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[11],6.1,572
573,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],", Parent and its counsel shall be given reasonable opportunity to
review and comment on the Schedule",573
574,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/font[5],14D-9,574
575,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],"(including any response to any comments (including oral comments) of the SEC or its staff with respect thereto) prior to the filing thereof with the SEC, and the
Company shall give reasonable and good faith consideration to any such comments made by Parent or its counsel. Except with respect to any filing in connection with or following a Company Adverse Recommendation Change or in connection with any
disclosures made in compliance with",575
576,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[12],Section,576
577,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[14],5.3,577
578,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],or,578
579,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[15],Section,579
580,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/u[17],6.1,580
581,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1],", the Company agrees to provide Parent and its counsel with any comments (including oral comments) the Company or its counsel may
receive from the SEC or its staff with respect to the Schedule",581
582,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[1]/font[6],14D-9,582
